date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Naogaon,Bogra,Narsingdi,Sunamganj,Cox's Bazar,Jaipurhat,Rangpur,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Pabna,Sherpur,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Bagerhat,Tangail,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-28,0,3,9,0,4,0,0,3,0,1,0,0,195,0,1,3,1,4,0,0,40,0,0,2,1,1,3,0,1,0,1,1,5,0,1,3,0,2,0,5,2,3,0,0,0,0,0,3,0,1,6,2,2,3,0,1,0,2,0,5,2,1,2,0,0
2020-06-29,7,1,3,0,1,2,0,4,2,0,3,0,203,0,0,0,0,2,0,0,40,0,0,1,0,0,5,0,1,1,4,0,5,0,0,2,2,7,0,3,0,8,0,1,0,1,0,0,2,4,1,1,2,3,0,0,0,0,0,2,0,2,2,0,3
2020-06-30,3,2,5,1,4,1,1,0,0,0,0,0,192,0,3,3,0,4,0,1,35,0,1,0,1,6,0,2,0,1,0,2,11,0,0,0,4,0,0,1,1,0,1,1,0,1,1,1,0,1,6,0,0,3,0,0,0,0,0,4,5,0,4,1,1
2020-07-01,1,4,0,0,3,0,0,4,0,0,1,0,144,0,1,5,0,4,0,0,39,0,1,0,0,0,0,2,0,0,2,0,5,0,1,1,1,1,0,1,1,1,0,0,0,1,4,3,1,0,0,2,1,0,1,0,0,1,0,3,0,1,9,0,5
2020-07-02,1,2,6,0,1,0,0,2,0,0,0,0,140,0,1,3,0,2,0,1,16,0,1,0,0,1,4,1,0,1,0,0,4,0,2,2,0,0,1,1,3,3,1,0,0,3,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,4,1,2
2020-07-03,1,1,5,0,2,0,0,1,1,0,0,1,155,0,1,2,0,4,2,0,29,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,5,0,2,0,1,0,0,1,1,0,0,1,1,0,4,1,2,0,1,0,0,0,2,0,1,4,0,0
2020-07-04,1,1,4,0,1,2,0,4,1,0,0,0,169,0,0,1,1,10,0,1,30,0,0,0,0,1,2,0,0,0,1,0,0,0,3,4,0,0,1,2,0,1,1,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2020-07-05,0,3,3,0,1,1,0,0,0,0,1,0,150,0,1,0,1,4,0,0,34,0,0,4,0,1,0,0,3,0,1,0,3,1,1,3,2,0,1,1,0,1,0,0,1,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,1,0
2020-07-06,2,1,2,0,1,2,0,7,0,0,0,1,161,0,0,0,0,5,0,0,22,2,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,4,3,0,0
2020-07-07,4,4,6,0,0,0,1,0,0,0,1,0,153,0,0,0,0,2,0,0,29,0,0,0,1,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,3,0,0,4,0,0,0,0,0,3,0,2,2,0,2,0,0
2020-07-08,2,5,5,0,1,0,1,1,1,0,0,0,133,0,1,1,0,1,0,0,27,0,0,0,0,1,0,1,0,0,0,0,4,0,0,3,3,2,0,2,0,3,0,0,0,0,0,4,2,0,1,1,1,0,0,0,0,1,0,5,1,1,0,0,0
2020-07-09,0,0,2,0,0,0,0,1,1,0,0,1,120,0,1,0,0,1,0,0,24,0,4,0,0,1,0,0,1,0,2,0,1,1,0,2,0,1,0,2,0,2,0,0,0,0,0,0,1,0,1,2,0,0,1,0,2,0,0,0,2,0,1,0,0
2020-07-10,0,1,3,0,0,2,0,1,1,0,0,0,126,0,0,0,1,1,1,0,12,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2020-07-11,0,1,5,0,0,0,0,0,0,0,0,0,91,0,1,1,0,0,0,2,27,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,3,1,3,0,1
2020-07-12,1,0,2,0,1,0,0,3,1,0,1,0,131,0,1,0,0,3,0,0,9,0,0,0,1,4,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,2,0,2,1,0,0,0,1
2020-07-13,0,1,2,0,0,0,0,1,1,1,0,0,99,0,0,0,1,0,0,0,11,0,0,0,0,2,1,0,0,0,3,1,0,0,1,1,0,0,0,3,0,2,0,1,0,1,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,3,0,0
2020-07-14,0,1,2,0,0,1,1,7,0,0,0,0,124,0,1,0,0,3,0,1,18,0,0,0,1,1,1,0,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-07-15,4,0,2,0,0,0,0,0,0,0,0,0,123,0,0,0,1,0,0,0,13,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,1,0,1,2,0,2,0,0,0,0,1,0,0,1,1,0,0
2020-07-16,0,0,0,0,2,0,0,0,1,0,1,0,127,0,0,0,0,0,0,0,12,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,0,1,1,0,3,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,12,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,0,0,0,0,1,0,0,0,0,1,0,0,144,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2020-07-19,0,0,1,0,1,0,0,0,0,0,0,0,131,0,0,0,0,1,0,1,7,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
2020-07-20,1,0,1,1,0,0,0,1,0,2,0,0,98,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,0,0,2,0,0,0,0,0,0,0,0,0,104,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1
2020-07-22,0,0,2,0,2,1,0,0,1,0,0,0,86,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,1,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,1,0,0,0,124,0,0,1,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-07-25,0,0,1,0,0,0,0,0,0,0,0,0,138,0,1,1,0,1,0,0,9,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
2020-07-26,0,0,1,0,1,0,0,0,0,1,0,0,122,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,1,0,0,2,1,0,0,0,102,0,0,0,0,1,0,1,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2020-07-28,2,0,1,0,1,0,0,1,0,0,0,0,103,0,1,0,0,0,0,0,8,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020-07-29,0,0,2,0,0,1,0,0,0,0,0,1,91,0,0,0,0,1,0,0,11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,1,2,1,0,0,2,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1
2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
2020-08-01,0,0,1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-08-02,0,0,1,0,1,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0,9,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-04,0,0,0,0,1,1,0,0,1,0,0,0,113,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-05,0,0,1,0,2,0,0,1,0,0,0,0,106,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-08-06,0,0,2,0,1,0,0,0,0,0,0,0,100,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-07,0,0,0,0,2,0,0,2,0,0,1,1,96,0,0,0,0,0,0,0,8,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,1,0,0,0,2,0,0,1,0,0,0,0,105,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-08-09,0,0,1,1,1,0,1,0,0,0,0,0,82,0,0,0,1,0,0,0,9,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-10,0,2,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,1,2,0,9,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2020-08-11,0,0,1,1,1,0,0,0,0,1,0,0,106,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-08-13,3,0,0,0,0,0,0,0,0,0,1,0,92,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-14,0,0,2,1,0,0,0,0,1,0,0,0,65,0,0,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,1,0,0,1,0,0,0,0,0,0,63,0,1,0,0,1,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2020-08-17,0,0,2,0,0,0,1,0,0,0,0,0,68,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-18,1,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,2,0,0,0,0,67,1,0,1,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,2,0,0,0
2020-08-20,1,0,0,0,0,0,0,1,0,0,0,0,71,0,0,0,0,2,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-21,0,0,0,0,2,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,2,1,0,0,0,71,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-25,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-26,0,0,2,0,0,0,0,0,0,0,0,1,87,0,0,2,1,0,0,0,21,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2020-08-27,0,0,2,0,0,1,0,0,0,0,0,0,101,0,2,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,1,1,0,0,0,0,0,0,0,0,0,0,93,1,2,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2020-08-30,2,0,0,0,0,1,0,0,0,0,0,1,105,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1
2020-08-31,0,0,1,0,0,0,0,0,0,0,0,0,102,0,2,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
2020-09-01,0,0,0,0,2,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-02,0,0,3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,19,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-03,0,0,0,1,1,0,0,1,0,0,0,0,86,0,0,1,0,1,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-04,1,0,2,0,0,0,0,0,0,0,0,2,114,1,0,0,0,0,0,0,12,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-05,0,2,0,0,0,0,0,2,1,0,0,0,97,0,1,1,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-06,0,0,1,0,0,0,0,0,0,0,0,1,86,0,1,0,0,0,0,0,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-07,1,0,3,0,1,2,0,0,0,0,0,0,97,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,0,1,0,127,0,1,1,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,1,1,2,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-12,0,0,1,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-14,1,0,0,0,0,0,0,1,0,0,0,1,68,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,0,0,1,0,0,0,0,0,0,0,0,0,53,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-16,0,0,1,0,0,0,0,1,0,0,0,0,69,0,0,0,0,1,0,0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,2,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
2020-09-18,1,0,1,0,0,0,0,3,0,0,0,0,58,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-20,0,0,1,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1
2020-09-22,0,0,2,0,0,0,0,0,0,0,0,0,51,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-26,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-01,0,0,0,0,1,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,1,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
