date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Ã Â¦ÅÃ Â¦Â¾Ã Â¦Â®Ã Â¦Â¾Ã Â¦Â²Ã Â¦ÂªÃ Â§ÂÃ Â¦Â°,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Naogaon,Bogra,Cox's Bazar,Narsingdi,Jaipurhat,Rangpur,Sunamganj,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Pabna,Sherpur,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Bagerhat,Tangail,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-30,5,2,6,2,2,3,1,3,1,0,3,0,313,0,0,1,2,1,4,0,1,49,1,2,0,6,6,0,0,0,1,2,0,7,0,2,3,1,5,0,0,1,0,2,0,0,0,1,0,0,2,2,0,1,5,0,0,1,0,1,2,5,2,1,0,1
2020-07-01,3,6,9,1,1,0,0,3,1,1,2,0,283,0,0,4,6,4,7,0,0,52,0,1,1,4,1,1,0,0,0,2,0,9,0,0,3,0,6,0,6,2,1,1,1,0,1,2,0,1,1,5,1,1,0,0,1,0,2,2,1,1,0,4,0,1
2020-07-02,1,0,5,0,2,2,0,0,0,2,1,0,223,1,0,2,1,0,3,0,1,36,0,0,2,2,3,1,0,1,4,3,0,4,1,2,1,1,4,3,6,2,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,2,0,0,3,1,1,6,0,1
2020-07-03,2,1,8,1,0,2,0,2,2,4,2,1,230,0,0,6,2,2,1,2,1,46,0,0,0,0,1,0,1,1,3,1,1,1,0,0,0,2,5,0,8,0,0,0,0,1,1,0,0,1,1,5,5,2,1,0,0,0,0,0,1,0,0,5,0,0
2020-07-04,3,0,6,0,3,0,0,2,0,1,0,1,257,0,0,0,3,0,6,0,0,62,1,1,1,0,2,1,0,0,1,0,0,8,0,2,3,2,1,0,3,0,1,0,0,0,0,1,1,4,0,0,2,0,1,0,0,0,0,1,0,0,1,3,1,2
2020-07-05,1,3,7,0,2,1,0,1,1,0,0,0,225,1,0,4,3,1,3,1,1,40,0,0,4,2,3,1,1,0,0,1,0,2,0,0,2,5,4,1,3,0,0,0,0,0,6,0,1,0,0,3,0,11,3,0,0,0,0,2,4,1,1,4,1,1
2020-07-06,2,0,7,2,4,2,1,5,0,0,0,0,256,1,0,1,2,0,6,0,1,39,1,0,0,0,1,0,0,1,0,0,1,0,0,1,4,0,1,2,4,1,0,0,0,0,1,0,1,1,4,0,1,0,2,1,0,4,1,1,2,0,4,6,0,0
2020-07-07,1,0,2,0,1,0,1,2,0,0,0,0,271,0,0,5,4,0,5,2,0,35,2,1,0,0,5,0,0,3,0,0,0,1,0,0,2,2,2,0,1,0,1,0,1,0,1,2,1,0,0,3,2,0,1,1,0,0,1,2,3,2,0,5,1,3
2020-07-08,2,2,5,3,7,0,0,2,0,1,0,0,247,0,0,1,3,0,5,1,0,39,4,0,1,0,7,0,1,0,0,0,0,15,0,0,3,2,2,1,4,0,3,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,1,0,4,0,2,1,0,0
2020-07-09,1,3,3,0,3,2,0,4,2,1,1,0,221,0,0,0,0,0,3,1,0,38,2,0,0,2,2,2,0,2,3,4,1,1,0,0,0,1,2,0,8,1,3,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,4,1,2,0,1
2020-07-10,0,6,4,0,0,2,0,2,1,1,1,1,236,1,0,1,3,1,3,1,0,40,0,0,0,1,1,1,0,0,2,0,1,3,0,1,2,0,2,2,7,1,1,0,0,0,0,2,1,3,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,3
2020-07-11,1,1,6,1,4,0,0,0,1,0,1,0,227,0,0,1,5,0,1,1,2,44,1,0,0,2,1,0,0,1,1,2,0,2,0,0,1,9,2,0,3,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,1,0,1,0,6,4,2,3,0,2
2020-07-12,1,0,4,0,1,0,0,5,0,0,0,0,220,0,0,1,0,0,3,0,1,26,2,0,0,0,3,0,1,1,2,0,1,2,1,1,1,0,1,0,5,1,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,1,2,0,5,1,1,2,0,0
2020-07-13,1,1,9,0,1,1,0,1,0,0,1,0,185,0,0,0,1,0,2,8,0,35,0,0,0,2,1,1,0,1,5,0,1,6,1,0,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,2,0,1,0,0,1,1,0,1,1,8,1,4,0,0
2020-07-14,0,4,4,0,1,0,1,4,4,1,0,0,207,0,0,0,1,0,7,1,0,31,0,0,0,1,3,0,5,0,4,0,0,1,1,0,1,4,2,0,2,0,2,0,1,0,1,0,2,0,0,3,1,0,2,0,0,0,1,0,1,1,0,4,0,0
2020-07-15,3,0,1,0,0,0,0,1,0,0,1,0,254,0,0,0,0,0,3,0,0,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2020-07-16,0,0,0,0,5,0,0,0,1,0,0,0,259,0,0,0,0,0,0,0,0,16,3,1,0,5,0,0,0,2,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,2,2,0,2,0,0
2020-07-17,0,1,1,0,3,2,0,0,0,0,1,0,263,0,0,0,0,1,1,0,0,14,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2020-07-18,0,0,0,0,0,1,0,0,0,0,0,1,228,0,0,0,0,1,1,0,0,16,0,0,0,2,1,1,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0
2020-07-19,0,2,1,0,1,0,0,0,0,0,0,1,279,0,0,0,2,0,0,0,1,24,0,0,0,1,3,0,1,0,1,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0
2020-07-20,0,1,2,0,0,0,1,1,0,2,0,1,223,0,0,0,0,0,1,0,0,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,2,0,0,1,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2020-07-21,0,0,1,0,0,1,0,0,0,4,0,0,192,1,0,0,0,0,1,0,3,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,1,1,0,1,0,1
2020-07-22,0,0,0,1,3,2,0,0,0,0,0,0,192,0,0,0,1,0,1,0,0,18,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,1,2,0,0,0,0,1,0,0,0,0,244,0,0,0,4,0,3,0,0,18,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,2,1,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0
2020-07-24,0,0,1,0,0,0,0,2,0,1,1,0,212,0,0,3,0,0,0,0,1,29,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2020-07-25,1,0,1,0,0,1,1,0,0,0,0,0,225,0,0,0,0,1,1,0,3,21,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,1,2,0,0,1,0,0,0,0,0
2020-07-26,1,3,1,1,3,0,0,1,0,0,2,0,248,0,0,0,1,0,2,0,0,16,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2020-07-27,0,0,1,0,2,0,0,0,0,0,0,0,213,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2020-07-28,0,0,1,1,0,0,0,3,0,0,0,0,213,0,0,0,1,2,0,1,0,13,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-07-29,0,0,4,0,0,1,0,1,1,0,0,0,183,0,0,0,0,0,1,0,0,13,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-30,0,0,1,0,1,0,0,0,0,0,0,0,207,0,0,1,1,0,1,0,0,17,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2020-07-31,1,0,2,0,0,0,0,1,0,0,0,0,159,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
2020-08-01,0,0,1,1,0,1,0,0,0,1,0,1,170,0,0,0,0,0,0,0,1,13,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
2020-08-02,1,1,4,0,0,2,0,2,1,0,0,0,189,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,2,0,0
2020-08-03,1,1,1,0,2,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,3,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0
2020-08-04,1,0,4,0,1,1,2,0,1,1,1,1,242,0,0,1,1,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,2,0,0,0,0,0
2020-08-05,0,0,3,0,2,0,0,3,0,1,0,0,236,0,0,0,1,0,2,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0
2020-08-06,1,0,3,0,2,0,0,0,0,0,1,0,224,0,0,0,4,1,1,0,0,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-07,1,0,2,2,0,2,0,1,1,1,1,0,256,0,0,0,0,0,0,0,1,19,0,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,3,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2020-08-08,0,1,0,0,4,1,2,0,1,0,0,0,191,0,0,0,1,0,1,0,1,16,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,1,1,1,0,0,0,155,1,0,2,0,1,0,0,0,14,0,0,0,0,0,0,1,0,0,1,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-08-10,0,0,5,0,0,0,0,1,0,0,0,0,190,0,0,0,0,0,1,3,0,27,0,0,0,1,2,0,0,0,1,0,0,2,0,0,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
2020-08-11,0,1,0,1,0,1,1,0,0,0,0,0,192,0,0,0,2,0,0,0,0,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
2020-08-12,1,0,0,1,0,0,0,0,0,0,0,0,156,0,0,0,0,1,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2020-08-13,0,0,3,0,0,0,0,1,0,0,0,0,154,0,0,0,1,0,0,0,1,11,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2020-08-14,0,1,1,0,2,1,0,1,1,0,0,0,138,0,0,0,1,0,1,0,0,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-08-15,0,0,0,1,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,1,0,2,0,0,0,0,1,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
2020-08-16,0,0,1,0,1,0,0,1,0,1,0,0,161,0,0,2,1,0,0,0,0,16,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,3,1,1,0,0
2020-08-17,1,0,2,0,0,2,1,0,0,0,0,0,151,0,0,1,0,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
2020-08-18,1,0,1,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,1,0,0,26,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,1,1,0,1,26,0,1,1,2,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,2,0,0,0
2020-08-20,0,0,1,0,0,0,0,3,0,0,2,0,148,0,0,2,0,0,0,0,0,36,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2020-08-21,0,0,0,0,1,0,0,1,0,0,1,0,156,0,0,1,1,1,0,0,0,16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,2,0,0,0,1,0,0,0,0,152,0,0,0,0,0,1,0,0,14,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-23,0,1,1,0,0,0,1,1,1,0,0,0,156,0,0,1,0,0,0,0,0,23,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-24,0,0,1,0,0,1,0,0,0,0,2,0,194,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020-08-25,1,1,1,0,1,0,0,0,0,0,0,0,180,0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-26,0,0,1,0,0,0,0,1,0,0,0,0,186,0,0,1,3,0,0,0,0,32,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2020-08-27,0,0,2,0,1,1,0,0,0,0,0,0,177,0,0,2,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,2,0,0,0,0,0,0,0,0,1,179,1,0,2,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
2020-08-29,0,0,2,0,0,0,1,0,0,0,0,0,249,0,0,0,1,0,0,0,1,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1
2020-08-30,1,0,1,0,0,1,0,0,0,0,0,0,212,0,0,0,1,0,1,0,1,27,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1
2020-08-31,1,0,5,0,1,0,0,0,0,0,0,1,226,1,0,3,0,0,1,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2020-09-01,0,0,2,0,0,0,0,1,0,0,0,0,222,0,0,1,0,0,0,0,0,36,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2020-09-02,0,1,2,0,0,0,0,0,0,0,0,0,243,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
2020-09-03,0,0,0,0,1,0,0,0,0,0,0,0,177,0,0,0,2,0,2,0,1,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-04,1,0,2,0,0,0,0,2,1,0,0,4,239,1,0,0,1,0,1,0,0,31,0,1,0,2,0,0,1,0,0,1,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,2,0,0,0,0,0
2020-09-05,0,1,0,1,0,0,0,1,1,0,2,0,231,0,0,0,1,0,2,0,0,34,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0
2020-09-06,0,0,3,0,0,0,0,1,1,0,0,0,221,0,0,2,0,0,1,0,0,25,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0
2020-09-07,1,0,1,0,0,0,0,0,0,0,0,1,235,0,0,2,2,0,1,0,1,19,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
2020-09-08,0,0,2,0,0,0,0,1,0,0,1,0,258,0,0,1,3,0,0,0,0,27,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-09,0,0,2,0,0,0,0,0,3,0,0,0,206,0,0,0,1,0,1,0,1,31,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,3,1,0,1,0,0
2020-09-10,1,0,5,0,0,0,0,0,0,0,1,0,181,0,0,0,0,1,1,1,2,17,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-11,0,0,4,0,0,1,0,0,0,0,0,0,154,0,0,0,1,0,0,0,1,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2020-09-12,0,0,4,0,1,0,0,2,0,0,1,0,150,0,0,0,1,0,2,0,0,10,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1
2020-09-13,0,0,1,0,0,0,0,1,0,0,1,0,135,0,0,1,0,0,3,0,0,15,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-14,1,0,2,0,0,0,0,2,0,0,0,1,124,0,0,0,0,0,0,0,0,13,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0
2020-09-15,0,0,2,0,0,0,0,0,1,0,0,0,125,0,0,2,2,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,1,0,0,0,0,117,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
2020-09-17,2,0,2,0,0,0,0,0,0,1,0,0,112,0,0,1,0,1,0,1,0,21,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,1,0,0
2020-09-18,2,0,1,0,0,0,0,1,0,0,0,0,125,0,0,0,0,0,1,0,0,15,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-09-19,0,0,0,0,0,2,0,0,0,0,0,0,116,0,0,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-20,0,0,1,0,0,0,0,0,0,0,0,1,94,0,0,1,0,0,0,1,0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,1,0,0,0,0,1,1,0,0,0,103,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,2,1,0,2,0,0
2020-09-22,0,0,0,1,0,1,0,0,0,0,0,1,102,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1,0,1,7,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,1,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,1,0,0,0,0,56,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-09-27,0,0,0,0,0,1,0,1,0,0,0,0,83,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,1,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,1,66,1,0,0,0,0,3,0,0,11,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,1,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-01,0,0,0,0,1,0,0,2,0,0,0,1,66,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-02,1,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,2,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
