date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Naogaon,Bogra,Cox's Bazar,Narsingdi,Rangpur,Jaipurhat,Sunamganj,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Pabna,Sherpur,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Bagerhat,Tangail,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-19,4,3,18,1,6,2,0,8,1,2,4,2,571,1,2,10,0,19,2,0,120,0,3,1,0,5,7,1,1,1,1,1,10,1,0,2,7,12,0,6,0,5,1,1,2,2,1,1,0,3,4,2,1,6,1,0,6,3,4,7,9,0,9,0,0
2020-06-20,4,5,20,0,2,0,0,8,2,4,2,1,473,1,3,7,0,6,0,1,104,1,1,2,0,4,2,8,3,0,1,1,6,0,0,2,3,4,2,3,1,5,2,1,1,0,0,0,0,0,5,7,2,4,2,1,2,1,4,9,8,0,7,0,1
2020-06-21,4,4,15,1,2,2,0,7,0,0,1,2,385,1,1,3,2,13,0,0,86,1,0,0,0,7,1,3,2,0,2,0,4,1,0,5,3,10,3,2,1,1,1,1,0,6,1,0,1,0,3,2,0,3,0,1,0,3,0,4,6,0,8,1,2
2020-06-22,10,0,13,1,1,1,3,6,3,0,1,4,430,0,4,6,0,9,3,3,92,2,6,1,0,7,0,3,4,4,0,1,3,2,0,0,3,3,1,4,1,1,0,2,0,1,2,1,0,0,3,6,1,6,0,0,1,0,2,6,3,0,1,3,1
2020-06-23,5,2,6,0,0,3,0,1,1,0,2,2,366,1,2,0,0,6,0,2,84,2,1,0,2,3,0,4,0,0,1,0,7,0,1,0,6,5,1,2,3,3,2,1,0,0,1,1,1,4,5,9,3,4,3,1,2,4,5,4,2,3,9,0,0
2020-06-24,4,0,8,1,0,1,1,3,0,0,1,3,349,1,1,0,1,8,0,1,69,1,0,0,1,9,1,1,3,0,2,0,9,0,0,1,1,4,0,3,2,1,1,1,0,3,1,0,1,2,2,4,2,1,0,0,0,1,2,0,2,1,4,1,2
2020-06-25,5,1,11,1,2,2,0,3,1,0,2,0,342,0,1,3,0,13,1,2,61,0,0,1,0,4,0,0,2,0,3,1,10,1,5,2,2,0,0,3,1,3,2,0,1,2,0,0,1,0,2,4,2,5,0,0,0,0,0,3,5,2,3,2,1
2020-06-26,3,1,8,0,3,2,0,1,0,0,0,0,292,1,2,5,1,2,2,1,57,0,1,0,1,3,0,1,3,0,0,0,7,0,1,2,1,4,1,7,0,2,0,1,0,0,3,0,0,1,0,2,2,2,0,2,3,0,3,6,4,3,1,0,1
2020-06-27,0,6,15,1,5,3,0,1,0,1,0,2,279,1,3,1,0,4,0,0,43,1,3,1,1,1,2,3,0,0,0,1,4,0,0,7,2,1,0,3,0,2,3,0,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,1,3,8,8,2,2
2020-06-28,2,0,6,0,1,1,0,6,0,0,1,0,235,1,0,5,0,6,0,0,68,0,0,0,2,2,2,1,0,0,0,3,3,0,0,1,1,4,0,3,1,1,0,0,2,2,1,5,0,1,5,1,2,1,0,0,0,3,0,3,2,3,6,0,1
2020-06-29,3,2,10,1,1,3,0,2,1,0,3,1,266,0,0,2,0,4,1,1,48,1,1,1,0,0,1,0,0,0,1,0,2,0,0,2,1,6,0,4,0,3,0,0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,6,3,2,5,0,0
2020-06-30,4,1,6,1,1,1,2,5,0,0,1,1,237,0,1,1,0,3,0,0,34,1,1,1,2,4,0,0,1,1,2,0,6,0,0,3,1,0,0,2,1,1,0,0,0,2,1,0,0,0,4,0,0,3,0,0,0,2,0,3,2,3,2,0,0
2020-07-01,3,3,10,2,0,0,0,2,0,0,2,0,202,0,2,4,2,6,2,0,40,2,0,1,1,0,0,2,1,0,0,1,7,0,1,3,1,4,0,8,2,0,1,0,0,0,2,2,0,2,4,0,0,0,0,0,0,2,2,0,3,0,8,0,1
2020-07-02,1,1,2,0,5,0,0,0,0,0,2,0,155,0,3,3,0,1,0,0,26,0,0,0,0,0,0,0,1,2,1,0,5,0,2,1,1,4,3,1,1,0,0,0,0,1,3,0,1,2,0,4,1,0,0,0,0,0,0,1,1,3,4,0,2
2020-07-03,0,2,5,2,1,1,0,2,1,0,0,1,171,0,4,1,1,2,2,0,34,2,0,1,1,2,2,1,0,0,0,0,4,0,0,0,1,5,1,3,0,1,0,0,1,1,1,0,0,0,1,5,1,1,0,1,0,0,0,2,1,0,5,1,0
2020-07-04,2,1,7,0,4,0,0,4,0,1,0,0,204,0,0,4,0,2,0,0,63,1,0,0,0,2,1,1,1,3,0,0,1,0,0,2,2,0,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,2,0,3,4,1,0,2,0
2020-07-05,0,3,6,0,1,1,0,0,0,0,0,0,181,0,0,2,1,0,1,0,34,0,0,1,0,3,2,1,0,0,0,1,1,0,0,2,1,2,1,1,1,1,1,0,1,2,0,0,0,0,2,0,2,1,0,0,0,0,1,3,0,1,1,2,1
2020-07-06,3,1,5,3,0,0,2,5,0,0,3,1,193,1,1,2,0,3,0,0,35,0,0,0,0,1,3,1,0,0,0,1,4,0,1,2,1,1,1,2,0,3,0,1,3,0,0,1,1,0,0,1,0,2,0,0,0,0,1,6,3,4,6,0,0
2020-07-07,1,3,5,0,2,0,0,2,0,0,0,2,199,0,3,1,0,4,1,0,33,5,1,0,0,2,0,1,1,0,0,0,0,0,0,3,3,1,0,1,0,1,0,0,1,3,2,5,3,0,1,1,0,0,0,0,0,1,0,2,3,0,2,0,1
2020-07-08,0,0,6,1,1,1,0,0,0,0,1,4,164,0,0,5,0,2,2,0,44,0,3,2,0,4,0,0,2,0,1,1,6,0,1,0,2,3,1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,4,4,2,2,0,1
2020-07-09,0,9,1,2,3,0,0,1,0,2,0,1,166,0,1,0,0,3,1,0,23,0,4,0,0,1,0,1,1,0,0,0,2,1,0,0,1,0,0,7,1,4,0,1,0,0,1,3,1,0,2,1,0,0,0,1,4,1,2,0,5,0,1,0,0
2020-07-10,2,3,7,0,0,0,0,2,0,1,2,0,138,1,0,1,1,2,1,0,22,0,0,0,2,5,0,1,1,0,0,1,0,1,1,5,0,4,0,4,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,4,3,0,4
2020-07-11,0,0,2,1,1,1,0,1,0,0,0,0,163,0,0,3,0,3,0,2,31,0,0,0,1,1,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,3,2,3,0,1
2020-07-12,0,1,3,0,0,0,0,3,1,0,0,0,171,0,0,0,0,3,0,1,23,0,1,0,0,6,2,0,1,0,0,0,1,0,0,0,1,2,0,5,2,1,0,1,0,2,0,0,1,2,1,2,0,0,0,1,0,1,0,0,0,1,5,0,0
2020-07-13,2,5,3,0,1,0,0,1,0,1,1,1,143,0,0,0,0,5,8,0,41,1,0,0,2,1,0,5,0,0,0,2,4,0,1,0,0,0,1,1,0,2,0,0,0,0,4,1,2,1,2,0,0,0,0,1,0,0,1,1,2,1,3,0,1
2020-07-14,1,3,3,0,0,1,2,3,2,0,0,0,168,0,0,0,0,4,1,0,34,1,0,0,0,3,0,4,5,0,0,0,3,1,1,0,1,0,0,0,0,2,0,1,0,2,0,2,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0
2020-07-15,1,0,2,0,0,0,0,1,0,0,0,0,199,0,0,0,1,2,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,2,0,0,3,0,0,0,0,0,0,0,0
2020-07-16,0,0,2,0,3,0,0,0,0,0,1,0,199,0,0,0,0,0,0,1,20,1,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,2,1
2020-07-17,0,0,1,0,3,2,0,0,1,0,0,0,202,1,0,0,0,2,0,0,13,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2020-07-18,0,0,1,1,3,2,0,0,0,1,0,1,205,0,0,0,0,1,0,0,9,1,0,0,2,0,0,0,0,0,0,1,2,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0
2020-07-19,0,0,0,0,1,1,0,0,0,0,0,0,192,0,1,1,0,0,0,1,23,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-07-20,0,0,1,0,0,0,1,0,0,0,0,1,160,0,0,0,0,0,0,0,19,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,1,0,2
2020-07-21,0,0,0,0,1,0,0,0,0,1,0,1,155,1,0,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1
2020-07-22,0,1,0,0,2,3,0,0,0,0,0,0,135,0,0,0,0,2,0,1,6,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-23,0,1,2,0,1,0,0,0,0,1,0,0,188,0,1,2,0,2,0,0,16,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,2,1,1,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0
2020-07-24,1,0,0,0,0,0,0,1,1,0,1,0,175,0,2,0,0,1,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2020-07-25,1,1,0,0,0,0,0,0,0,0,0,0,173,0,3,1,0,0,0,1,23,0,0,0,2,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0,0,1,0,0,2,3,0,0,1,0,0,0,0
2020-07-26,0,1,0,1,1,0,0,1,0,0,1,0,200,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0
2020-07-27,0,0,1,1,1,0,0,0,0,0,0,0,126,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0
2020-07-28,1,0,1,0,0,0,0,2,0,0,0,0,154,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-07-29,0,1,1,0,0,0,0,1,1,1,1,1,154,0,0,0,1,2,1,0,12,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2020-07-30,0,0,2,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
2020-07-31,0,0,3,0,0,0,0,1,0,0,0,0,112,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2020-08-01,0,0,1,0,0,1,1,0,0,0,0,0,137,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,2,0,0
2020-08-02,0,1,2,1,0,1,0,0,0,0,0,0,147,0,2,0,0,0,2,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0
2020-08-03,1,1,0,0,1,1,0,1,0,1,0,0,160,0,1,1,0,2,0,0,17,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0
2020-08-04,1,0,1,0,1,1,2,0,1,0,1,0,186,0,1,0,0,1,0,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-05,0,0,2,0,2,0,0,1,0,0,0,0,179,1,0,1,0,1,0,0,17,1,0,0,2,0,0,0,1,0,0,0,1,0,1,2,1,1,0,1,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,1,0,1,0,1,0,0,0,0,0,180,0,0,5,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
2020-08-07,1,0,1,2,2,0,0,1,0,1,0,1,192,0,0,0,0,0,0,0,14,0,0,2,0,1,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-08-08,1,0,0,0,3,0,0,0,1,0,0,0,133,0,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
2020-08-09,0,0,2,1,1,0,2,1,1,0,0,0,134,1,0,0,1,0,0,0,16,2,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2020-08-10,0,0,3,0,0,0,0,0,1,1,0,0,181,0,1,0,0,1,1,0,29,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2020-08-11,0,0,0,1,0,0,1,0,0,1,0,0,159,0,0,2,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0
2020-08-12,0,0,0,1,1,0,0,0,0,0,0,0,151,0,1,0,2,1,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-13,3,0,3,1,1,0,0,1,0,0,0,0,135,0,0,1,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
2020-08-14,0,1,1,0,3,1,0,1,1,0,0,0,124,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-08-15,0,0,0,0,2,0,0,2,0,0,0,0,132,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,1
2020-08-16,0,0,1,0,1,0,0,1,0,0,0,0,116,0,1,0,0,1,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,4,0,1,0,0
2020-08-17,0,0,2,0,0,2,0,0,0,0,0,0,120,0,0,0,0,0,0,0,17,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-08-18,1,1,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,1,0,0,21,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,3,0,0,0,0,138,0,0,1,0,1,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
2020-08-20,0,0,0,0,0,0,0,2,0,0,1,0,121,0,0,0,0,0,0,0,18,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-21,0,2,1,0,0,0,0,1,0,0,0,0,135,0,1,0,0,1,0,0,13,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,1,0,0,2,0,1,0,0,0,0,141,0,0,0,0,0,1,0,12,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2020-08-23,0,1,0,0,0,0,1,0,0,0,0,0,106,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0
2020-08-24,0,0,0,0,0,2,0,0,0,0,1,1,144,0,0,0,0,1,0,0,21,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-25,0,1,0,1,1,1,0,0,0,0,0,0,118,0,4,0,0,0,0,0,23,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-08-26,1,0,4,0,0,0,0,1,0,0,0,0,163,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0,2
2020-08-27,0,0,2,0,1,0,0,0,0,0,0,0,161,0,2,1,0,1,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,1,1,0,0,0,0,0,0,127,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2020-08-29,0,0,1,0,0,0,1,1,0,0,0,0,169,0,0,1,0,0,0,1,31,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2020-08-30,3,0,0,0,0,0,0,0,0,0,0,1,190,0,1,0,0,1,0,1,13,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2020-08-31,1,0,1,0,0,0,0,0,0,0,0,0,172,0,4,0,0,0,0,1,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-01,0,0,1,0,1,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2020-09-02,0,0,1,0,0,0,0,0,0,0,0,0,199,0,0,0,1,1,0,0,33,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,1,0,0,0,0,0,0,0,140,0,0,1,0,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-04,0,0,4,0,0,1,0,2,1,0,0,1,183,0,0,0,0,1,0,0,20,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0
2020-09-05,0,1,0,0,0,0,0,1,2,0,0,0,165,0,0,1,0,0,0,0,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0
2020-09-06,0,0,1,0,0,0,0,0,0,0,0,1,173,0,1,0,0,0,0,0,21,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2020-09-07,0,0,3,0,1,2,0,0,0,0,0,1,182,0,1,0,0,3,0,0,13,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,2,0,0,0,0,1,0,0,1,0,202,0,2,0,0,2,0,1,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2020-09-09,0,0,0,0,0,0,0,1,0,0,0,0,160,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0
2020-09-10,1,0,2,0,0,0,0,1,0,0,1,1,148,0,2,0,0,2,0,0,18,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-11,1,0,3,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,2,0,0,0,0,1,0,0,0,0,105,0,0,0,0,2,0,0,12,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,1
2020-09-13,0,0,2,0,0,0,0,1,0,0,0,0,100,0,2,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,1,0,0,0,0,0,0,2,1,0,0,1,115,0,0,0,0,0,0,0,10,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
2020-09-15,0,0,1,0,0,0,0,0,0,0,0,0,102,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-16,1,0,1,0,0,0,0,1,0,0,0,0,98,0,0,0,0,1,0,0,14,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-17,2,0,0,0,0,0,0,0,0,2,0,0,102,0,0,0,1,0,1,0,18,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0
2020-09-18,0,0,1,0,1,1,0,1,0,0,1,0,103,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-19,0,0,0,0,1,1,0,0,0,0,0,0,79,1,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-20,0,0,1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-21,0,0,1,0,0,0,0,1,1,0,0,0,92,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
2020-09-22,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-09-25,0,0,1,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
