date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Jaipurhat,Bogra,Narsingdi,Cox's Bazar,Rangpur,Naogaon,Sunamganj,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Sherpur,Pabna,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Bagerhat,Tangail,Barisal,Gaibandha,Kishoreganj,Bandarban,Shariatpur,Kurigram,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-23,4,0,13,0,1,2,2,2,3,0,1,0,348,2,6,7,1,6,2,2,60,2,1,1,0,5,0,1,0,3,1,0,3,4,1,1,4,5,0,1,2,1,2,1,0,1,2,0,1,0,5,1,2,4,0,3,0,0,0,3,7,2,15,3,1
2020-06-24,2,0,17,1,3,3,0,2,1,0,1,0,336,0,6,0,0,6,1,1,74,1,0,1,0,5,2,2,0,1,2,2,7,0,1,1,4,3,0,0,2,0,0,0,0,0,1,0,1,2,1,2,1,3,0,0,0,0,1,1,1,1,5,1,2
2020-06-25,1,1,18,1,2,1,0,4,1,0,2,2,319,0,7,2,1,7,1,1,44,0,0,2,0,1,0,0,1,0,2,0,8,0,2,3,0,0,0,5,1,0,3,1,0,3,0,0,0,0,2,3,5,2,0,0,0,0,0,3,0,0,4,1,2
2020-06-26,1,2,11,0,1,4,0,2,0,0,2,0,312,1,6,7,0,1,0,1,60,0,1,0,0,5,1,3,3,1,0,0,8,0,3,2,1,1,0,3,1,0,2,2,1,0,3,0,1,1,1,2,0,0,0,2,0,0,4,0,2,3,3,1,0
2020-06-27,3,0,11,1,0,1,0,4,0,1,0,3,298,0,9,1,6,7,0,0,42,1,0,1,0,1,6,1,1,1,0,2,6,0,0,4,4,3,0,4,0,5,5,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,1,0,2,5,1,0,2
2020-06-28,5,4,9,0,1,1,0,7,0,0,1,0,264,0,8,2,1,5,0,3,61,0,0,0,0,2,2,1,1,1,0,4,4,1,1,1,2,4,0,2,1,1,2,1,0,0,1,0,0,1,1,2,0,2,0,1,0,1,0,2,5,1,2,0,0
2020-06-29,12,2,3,1,0,0,0,5,0,0,1,0,286,0,1,1,0,3,1,1,50,0,0,0,0,1,2,0,2,0,1,0,2,0,0,2,2,3,0,8,2,0,4,0,0,1,1,1,0,2,1,1,0,1,1,0,0,0,0,6,3,0,4,0,2
2020-06-30,6,0,5,1,1,4,1,4,0,0,0,2,230,0,2,1,1,4,0,1,39,1,1,0,0,5,0,1,1,2,1,0,13,0,0,1,3,1,0,2,1,1,0,0,0,3,1,0,0,2,6,2,0,3,0,0,0,0,1,1,4,3,4,0,2
2020-07-01,3,4,6,0,0,0,0,3,0,0,0,0,187,0,2,1,0,2,1,0,51,0,0,0,0,2,0,1,0,0,3,0,11,0,0,2,0,5,0,8,0,0,3,1,0,0,1,0,3,1,2,0,1,0,0,0,1,1,2,2,2,0,6,0,1
2020-07-02,1,0,6,0,1,1,0,0,0,0,1,0,169,0,0,1,0,6,0,1,21,0,0,0,1,1,0,0,0,1,0,0,8,1,0,2,1,0,1,5,0,1,1,0,0,3,2,0,2,0,1,4,0,0,0,0,0,0,0,1,1,0,7,1,3
2020-07-03,2,2,13,2,0,0,0,1,0,0,0,1,188,0,7,2,0,2,2,0,27,2,0,0,0,1,0,0,0,1,1,0,3,0,2,1,1,4,0,4,0,0,0,0,0,0,1,0,0,0,4,5,1,4,0,0,0,0,0,2,3,0,1,1,3
2020-07-04,2,2,5,0,3,2,0,1,0,1,0,2,249,0,1,4,1,4,1,0,58,0,0,2,0,2,2,0,1,0,0,0,4,0,0,0,1,3,0,2,0,1,0,0,0,0,4,0,4,1,5,0,0,5,0,0,0,1,1,1,3,1,1,2,0
2020-07-05,0,3,2,0,0,0,0,1,0,0,0,0,172,0,3,2,1,2,0,0,33,0,1,4,0,3,0,1,0,4,0,1,0,0,0,0,0,2,2,5,1,1,0,0,0,2,1,0,1,2,2,3,1,4,0,0,1,0,0,6,2,0,1,1,0
2020-07-06,1,1,3,3,0,2,0,7,0,0,3,0,199,2,4,1,0,1,0,1,39,3,0,0,1,2,0,0,0,0,0,1,4,0,1,2,1,2,1,5,0,0,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,4,2,0,4,1,2
2020-07-07,2,4,2,0,0,0,0,4,0,0,0,2,207,0,1,3,0,2,1,0,30,1,3,1,0,3,1,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,2,0,0,0,0,2,3,0,2,1,0,0,0,0,6,2,3,3,1,4
2020-07-08,1,1,10,1,2,1,0,2,0,0,0,0,164,1,1,4,1,1,0,1,41,4,1,0,0,5,0,0,2,1,1,0,7,0,0,1,2,1,1,0,0,0,1,0,0,1,3,0,0,1,3,1,0,1,0,2,0,1,0,5,4,1,2,0,0
2020-07-09,0,5,7,1,1,2,0,4,1,1,0,0,176,0,1,0,0,1,0,0,29,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,5,1,0,2,0,0,0,0,0,1,0,1,2,0,2,1,2,1,0,2,0,3,0,1,1,1
2020-07-10,3,1,3,0,1,1,0,0,0,0,3,1,187,1,3,2,1,2,3,0,21,0,0,1,0,2,0,0,1,2,0,0,4,0,1,3,0,3,2,5,1,0,1,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,2,2,4,2,3
2020-07-11,0,0,7,1,0,0,0,0,0,0,1,0,177,0,1,1,0,1,0,2,36,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,5,1,1,1,0,1
2020-07-12,1,1,4,0,0,0,0,2,0,0,0,0,172,0,0,2,0,1,0,0,24,0,0,0,1,8,1,0,1,0,0,0,3,0,1,0,3,2,0,6,0,0,1,0,0,1,1,0,1,5,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0
2020-07-13,1,4,2,0,1,0,0,1,0,1,1,0,131,0,0,1,2,1,0,1,23,0,0,0,1,0,1,1,1,0,0,0,4,0,0,1,2,1,1,1,0,0,1,1,0,0,3,2,1,1,2,1,1,0,0,0,1,0,0,2,0,1,3,0,1
2020-07-14,0,1,2,0,1,0,0,4,2,3,0,0,140,0,0,1,0,2,1,0,25,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,2,0,2,0,0,2,0,0,1,0,1,1,0,4,1,0,2,0,1,2,0,1,3,0,0,2,0,0
2020-07-15,1,0,1,0,0,0,0,2,0,1,1,0,192,0,0,1,1,2,0,0,20,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,2,1,0
2020-07-16,0,0,1,0,3,2,0,1,0,0,1,0,216,0,0,0,0,1,0,1,20,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,4,0,0,2,2,0
2020-07-17,0,0,1,1,3,0,0,0,0,0,1,0,209,0,0,3,0,1,1,0,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0
2020-07-18,0,0,0,3,0,1,0,2,0,0,0,0,184,0,1,0,0,1,3,1,12,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,1,0,0,1,0,1,0,0
2020-07-19,0,0,1,0,0,0,0,0,0,2,0,0,201,0,3,0,0,1,0,2,21,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0
2020-07-20,0,0,2,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,2,0,1,0,0,2
2020-07-21,0,0,2,0,0,0,0,1,0,0,0,0,149,1,1,1,0,1,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,2,0,1,0,1,0,0,1,0,1,0,1
2020-07-22,0,0,0,0,0,2,0,0,0,0,0,0,146,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0
2020-07-23,0,0,0,0,0,0,0,1,0,0,0,0,179,0,2,2,0,1,0,0,17,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,3,0,1,1,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0
2020-07-24,0,1,1,0,0,0,0,1,0,1,0,0,162,0,2,0,0,0,0,1,18,0,1,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-07-25,0,1,1,0,0,1,0,0,0,0,0,0,176,0,0,1,0,0,0,0,17,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,2,0,2,0,0,1,0,1,0,0
2020-07-26,1,4,0,0,4,0,0,0,0,1,0,0,217,0,0,0,0,4,0,1,12,0,0,0,1,1,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0
2020-07-27,1,0,0,0,0,0,0,1,0,0,0,0,140,0,0,0,0,0,0,1,10,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0
2020-07-28,1,0,2,0,0,2,0,1,0,0,1,0,173,0,1,1,0,0,2,0,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0
2020-07-29,1,1,2,0,0,1,0,1,1,0,1,1,175,0,0,0,0,1,2,0,13,0,0,3,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-07-30,0,0,1,0,3,0,0,0,0,1,0,1,157,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,0,1
2020-07-31,0,0,1,0,0,0,0,1,0,0,0,0,119,0,1,0,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-08-01,0,0,2,1,0,1,0,0,0,2,0,0,143,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0
2020-08-02,0,1,2,1,0,1,0,1,0,0,0,1,183,0,2,0,0,1,0,0,16,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0
2020-08-03,1,1,0,0,3,0,0,1,0,0,0,0,188,0,0,0,0,0,0,1,17,1,0,1,1,0,0,0,0,1,1,0,0,0,3,1,1,3,0,2,0,0,3,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0
2020-08-04,1,0,0,0,1,0,1,0,0,0,0,1,203,0,2,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-08-05,0,0,2,0,1,0,0,1,0,0,0,0,191,0,0,0,0,2,0,1,17,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2,2,3,0,1,1,1,3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,3
2020-08-06,0,0,1,0,1,0,0,0,0,0,0,0,186,0,1,1,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2020-08-07,3,0,0,1,2,2,0,1,1,1,0,0,210,0,0,0,1,0,0,1,13,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,3,1,0,0,1,0,0,0,169,0,0,1,0,2,0,1,20,0,0,1,1,1,0,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-08-09,0,0,0,0,0,0,0,0,1,0,0,0,139,2,1,0,1,1,0,0,17,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,3,1,1,2,0,0,0,1,0,0,221,0,0,1,0,1,1,0,23,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2020-08-11,0,1,0,0,0,0,0,0,0,0,0,1,175,0,3,0,0,1,0,0,16,0,0,1,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,1,0,0,0,0,0,166,0,2,0,2,2,0,0,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-13,0,0,1,1,1,0,0,0,0,0,0,0,186,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,1,0,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-08-14,0,1,1,0,2,1,0,1,1,0,0,0,147,0,0,1,0,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,1,0,1,146,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,3,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,4,0,1,0,0
2020-08-16,0,0,0,0,1,0,0,0,0,1,0,0,125,0,1,0,0,1,0,0,10,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,0
2020-08-17,1,0,5,0,1,0,0,0,0,0,0,0,127,0,1,0,0,2,0,0,12,0,0,0,0,0,1,0,3,1,0,0,1,0,0,1,2,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-18,1,1,3,0,0,0,0,0,0,1,0,0,139,1,0,0,0,2,0,0,19,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-08-19,0,0,0,0,0,0,1,2,0,0,0,0,124,0,1,0,1,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1
2020-08-20,0,0,1,0,0,0,0,0,0,0,1,0,129,1,0,2,0,0,0,0,17,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,1,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-22,0,0,1,1,0,2,1,1,0,0,0,0,126,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,1,0,0,0,0,0,1,1,0,0,0,142,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,1,0,0,20,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0
2020-08-25,0,1,0,0,1,0,0,0,0,0,1,0,135,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-26,1,0,3,0,0,1,0,1,0,0,1,0,168,0,2,1,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,1
2020-08-27,0,0,2,0,2,1,0,0,0,0,0,0,153,0,2,2,0,2,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-28,0,0,1,0,1,0,0,0,0,0,0,1,148,0,2,0,0,2,0,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,1,0,0,0,0,0,164,0,0,0,0,0,0,1,21,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
2020-08-30,1,0,1,0,0,1,0,0,0,0,0,0,168,0,0,0,0,1,0,1,13,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1
2020-08-31,1,0,2,0,0,0,0,1,0,0,0,1,155,1,2,1,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-01,0,0,1,0,0,0,0,1,0,0,0,0,181,0,0,0,0,1,0,0,34,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
2020-09-02,0,0,3,0,0,0,0,0,0,0,2,0,179,0,1,0,0,2,0,2,27,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-03,0,0,3,0,0,0,0,0,0,0,0,0,135,0,1,2,0,2,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-04,1,0,3,0,0,1,0,0,1,0,0,1,187,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2020-09-05,0,2,0,0,0,0,0,0,0,0,3,0,174,0,0,2,0,3,0,0,27,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,0
2020-09-06,0,0,3,0,0,1,0,1,0,0,0,1,169,0,1,0,0,0,0,0,17,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-07,1,0,2,0,0,0,1,2,0,0,0,1,152,0,0,2,0,1,0,0,20,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,4,0,1,0,0,0
2020-09-08,0,0,1,0,0,0,0,1,0,0,1,1,223,0,0,2,0,2,0,1,23,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-09,0,0,2,0,0,0,0,0,0,0,0,0,191,0,0,1,0,1,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,2,0,0
2020-09-10,0,0,1,0,0,0,1,5,0,0,1,0,107,0,1,0,0,0,1,0,15,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0
2020-09-11,0,1,1,1,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0
2020-09-12,0,0,2,0,0,0,0,0,0,0,0,0,127,0,0,1,0,1,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,2,0,1,0,0,0,0,0,0,0,114,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-14,0,0,0,0,0,1,0,1,0,0,0,1,116,0,0,0,0,0,0,0,12,2,2,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-15,0,0,0,0,1,0,0,0,0,0,0,0,103,0,3,2,0,2,0,0,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2020-09-16,1,0,0,0,0,0,0,1,0,0,0,0,99,0,0,1,0,0,0,0,15,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
2020-09-17,2,0,1,0,0,0,0,0,0,2,0,0,97,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
2020-09-18,3,0,1,0,0,0,0,4,0,0,0,0,111,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,1,0,0,0,0,0,0,95,0,0,0,0,2,0,0,15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,3,1,0,0,0,86,0,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-09-22,0,0,0,1,0,0,0,0,0,0,0,1,91,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,1,0,1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-24,0,0,0,0,0,1,0,0,0,0,0,0,82,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,1,0,0,0,0,0,0,0,0,1,63,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,1,0,1,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,12,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-27,0,0,0,0,0,2,0,1,0,0,0,0,70,0,0,1,0,0,0,0,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,1,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
