date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Madaripur,Jaipurhat,Bogra,Sunamganj,Cox's Bazar,Naogaon,Narsingdi,Rangpur,Bhola,Comilla,Khagrachhari,Rajbari,Dinajpur,Faridpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Sherpur,Pabna,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Tangail,Bagerhat,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-06-28,2,3,6,0,1,1,0,5,0,1,1,0,237,0,6,1,0,2,0,1,48,0,0,0,0,0,0,2,0,3,2,4,3,1,0,0,0,1,0,2,0,0,0,1,1,0,1,2,0,1,1,3,0,1,1,0,1,2,0,4,7,0,2,0,0
2020-06-29,13,3,5,0,0,2,0,2,1,0,0,0,227,0,2,1,0,3,0,2,50,0,1,0,1,0,0,1,0,1,1,0,4,3,1,0,4,4,0,6,1,0,4,1,0,0,1,1,0,2,1,0,1,0,1,0,0,1,1,0,3,0,2,0,1
2020-06-30,8,0,6,1,2,3,1,3,0,0,0,1,214,0,1,2,0,1,0,1,45,0,0,1,0,4,2,1,1,0,0,0,7,0,1,1,4,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,4,1,2,0,0
2020-07-01,3,4,4,0,0,0,0,1,0,0,1,0,175,0,2,0,0,3,0,0,46,0,1,0,0,0,1,1,0,1,0,0,7,0,0,1,2,4,0,6,0,0,1,0,0,1,1,1,1,2,1,2,0,0,0,0,0,1,2,2,3,0,0,0,1
2020-07-02,1,0,7,0,0,0,0,2,0,0,0,0,146,0,4,1,0,4,0,1,21,0,0,0,1,1,1,1,0,0,0,0,9,0,1,0,0,2,1,4,0,1,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,2,1,0,4,1,2
2020-07-03,0,1,12,1,1,0,0,1,0,0,0,1,151,0,5,2,0,1,2,0,33,2,1,0,0,1,0,0,2,0,0,0,2,0,2,0,1,2,0,2,0,0,0,0,0,0,1,0,0,1,0,5,0,4,0,0,0,0,0,3,3,0,1,1,2
2020-07-04,1,0,5,0,1,0,0,2,2,1,0,0,179,0,3,0,1,4,0,0,43,0,0,4,0,2,0,0,0,1,1,0,4,0,2,0,0,0,0,3,0,1,0,0,0,0,2,0,4,3,1,0,0,5,0,0,0,0,0,1,2,0,0,0,0
2020-07-05,0,2,7,0,0,0,0,2,0,0,0,0,133,0,1,1,3,1,0,0,24,0,0,4,0,1,0,1,0,0,0,1,3,0,0,0,0,1,1,2,0,1,2,0,0,0,1,0,1,0,0,4,2,3,0,0,0,0,0,2,1,0,0,2,1
2020-07-06,0,2,3,3,0,1,0,7,0,0,0,1,167,1,1,1,0,0,0,1,34,3,1,0,0,0,0,0,0,0,0,1,3,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,2,0,1,1,2
2020-07-07,4,3,2,0,1,0,0,3,0,0,0,2,175,0,1,0,0,5,0,0,31,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1,1,4,0,2,0,4,0,0,1,0,0,0,0,6,1,3,2,1,4
2020-07-08,0,1,10,0,1,0,0,1,0,0,0,0,137,0,1,2,1,1,1,2,30,1,3,0,0,5,1,0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,6,1,1,0,3,0,0,2,2,0,5,1,0,2,0,0
2020-07-09,0,4,4,0,0,0,0,1,1,1,0,0,145,0,1,0,0,1,0,0,23,0,10,0,0,0,0,0,1,0,2,0,5,1,0,1,0,0,0,9,0,0,2,0,0,0,0,2,0,2,1,1,0,2,0,0,2,0,2,3,3,0,1,0,1
2020-07-10,3,1,1,0,0,1,0,1,0,0,1,1,151,1,3,1,1,0,2,0,20,0,4,1,0,1,0,0,1,0,0,3,5,0,1,0,0,4,1,3,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,3,1,3
2020-07-11,1,0,11,0,0,0,0,2,0,0,1,1,176,0,3,2,1,1,0,1,36,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,2,0,0,0,0,0,1,1,0,0,2,0,4,0,0,1,0,0,0,0,2,0,0,2,0,0
2020-07-12,1,0,2,0,0,0,0,2,0,0,1,0,149,0,0,2,0,1,0,0,22,0,3,1,1,6,0,2,0,0,1,0,2,0,0,0,2,2,0,4,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,3,1,1,2,0,1
2020-07-13,2,0,4,0,0,0,0,0,0,1,1,0,135,0,1,0,3,1,0,1,25,0,0,0,1,0,0,1,0,0,1,0,2,0,0,2,1,0,0,4,0,0,0,0,0,0,3,1,0,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
2020-07-14,3,0,1,1,0,0,1,3,1,3,0,0,135,0,0,0,0,1,1,0,28,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,1,1,0,0,0,0,2,0,0,2,0,0,0,4,0,1,0,1,0,2,2,0,1,3,1,0,3,0,0
2020-07-15,1,0,0,0,0,0,0,1,0,1,1,0,188,0,0,0,0,1,0,0,15,0,0,1,0,0,1,0,0,2,2,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0
2020-07-16,0,0,1,0,3,2,0,0,0,0,1,0,165,0,0,0,0,2,0,0,21,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2020-07-17,0,0,0,1,2,0,0,0,0,0,1,0,182,0,0,3,0,2,1,0,15,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2020-07-18,0,0,2,3,0,2,0,1,0,0,0,0,163,0,2,0,0,2,4,1,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2020-07-19,0,0,2,0,0,0,0,0,0,2,0,0,174,0,2,0,0,1,0,1,17,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2020-07-20,0,0,2,0,0,0,0,0,1,2,0,1,140,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2
2020-07-21,0,0,1,0,0,1,0,1,0,2,0,0,125,0,1,0,0,1,0,0,10,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2020-07-22,0,0,1,0,0,1,0,0,0,0,0,0,116,0,0,2,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-07-23,0,0,1,0,0,0,0,1,0,1,0,0,138,0,3,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2020-07-24,0,0,1,0,0,0,1,0,0,0,0,0,162,0,1,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,0,1,2,0,0,0,2,1,0,0,0,0,162,0,0,1,0,0,0,1,20,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,3,0,0,2,0,1,0,0
2020-07-26,1,2,2,0,4,0,0,0,0,0,0,0,195,0,0,0,0,2,0,1,10,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0
2020-07-27,1,0,0,2,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0,1,10,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,2,1,0,0
2020-07-28,0,0,1,0,0,2,0,0,0,0,1,0,140,0,1,1,0,0,0,0,6,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1
2020-07-29,1,1,1,0,0,1,0,1,0,0,1,1,150,0,0,0,0,1,0,0,13,0,0,2,1,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2
2020-07-30,0,0,1,0,3,0,0,0,0,0,0,1,126,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,1
2020-07-31,0,0,1,0,0,0,0,3,0,0,0,0,125,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-01,0,0,2,0,0,0,1,2,0,3,0,0,142,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,1,0,0
2020-08-02,0,1,1,1,0,1,0,1,0,1,0,0,161,0,2,0,0,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-08-03,1,1,0,0,2,1,0,1,0,1,0,0,176,0,1,0,0,0,0,1,14,1,0,1,1,1,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,1,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2020-08-04,1,0,0,0,1,1,1,0,0,1,0,0,174,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-08-05,0,0,1,0,1,1,0,1,0,1,0,0,179,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1
2020-08-06,0,0,1,0,0,0,0,0,0,0,1,0,170,0,1,2,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2020-08-07,2,0,0,1,0,2,0,2,0,0,0,0,197,0,0,0,1,0,0,1,15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,1,0,3,1,0,0,1,0,0,0,158,0,1,1,0,1,0,0,18,0,2,1,2,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,1,0,2,1,0,0,0,119,1,0,0,1,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,2,0,4,3,0,1,0,0,0,0,188,0,0,1,0,0,0,0,19,1,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-08-11,0,1,1,0,1,0,0,0,0,0,0,0,158,0,3,0,0,1,0,0,18,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,2,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,1,0,0,0,0,0,178,0,0,0,2,3,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,3,0,1,2,1,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2020-08-14,0,1,0,0,0,0,0,1,0,0,1,0,125,0,0,1,1,2,0,0,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,1,0,1,136,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,3,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,4,0,1,0,0
2020-08-16,0,0,3,0,0,0,0,0,0,1,0,0,113,0,1,0,0,2,0,0,11,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
2020-08-17,1,0,6,0,0,0,0,0,0,0,0,0,121,0,1,0,0,2,0,0,12,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-18,1,1,4,0,0,0,0,0,0,0,0,0,129,1,0,0,0,2,0,0,16,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-19,0,0,0,0,0,0,1,1,0,0,0,0,121,0,0,0,1,2,0,1,13,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0
2020-08-20,0,0,0,0,0,1,0,0,0,0,1,0,119,0,0,1,0,1,0,0,12,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-22,0,0,1,1,0,3,0,1,0,0,0,0,136,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-23,0,0,0,0,0,0,0,0,2,0,0,0,109,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-24,0,0,2,0,0,0,0,2,0,0,0,0,146,0,0,0,0,1,0,0,21,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0
2020-08-25,0,1,0,0,0,0,0,0,0,0,0,0,110,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2020-08-26,2,0,1,0,0,1,0,1,0,0,0,0,119,0,1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1
2020-08-27,0,0,2,0,1,1,0,1,0,0,0,0,119,0,2,1,0,2,0,0,17,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-28,0,0,0,0,0,0,0,0,0,0,0,0,131,0,2,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,1,0,0,0,0,0,121,0,0,0,0,0,0,1,22,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2020-08-30,1,0,2,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,1,0,0,0,0,1,0,0,0,0,141,0,1,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,0,1,0,0,0,0,164,0,0,0,0,1,0,0,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1
2020-09-02,0,0,2,0,0,1,0,0,0,0,2,0,156,0,1,0,0,1,0,2,21,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-03,0,0,3,0,0,0,0,0,0,0,0,0,134,0,1,1,0,1,0,1,12,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,3,0,4,0,0,0,0,0,1,0,0,1,169,1,2,0,0,1,0,0,22,1,1,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-05,0,2,0,1,0,0,0,0,1,0,0,0,126,0,0,1,0,3,0,0,23,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-09-06,0,0,3,0,0,1,0,1,0,0,0,1,152,0,2,0,0,1,0,0,13,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2020-09-07,0,0,1,0,0,1,1,1,0,0,0,0,136,0,0,2,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,1,0,0,0,0,2,0,0,1,0,178,0,0,1,0,1,0,1,19,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-09,0,0,1,0,0,1,0,0,0,0,0,0,136,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-09-10,0,0,1,0,0,0,1,1,0,0,0,0,87,0,1,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-11,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2020-09-12,0,0,2,0,1,0,0,0,0,0,0,0,105,0,0,1,0,1,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-13,0,0,1,0,1,0,0,0,0,0,0,0,92,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,0,1,0,0,0,0,82,0,0,0,0,0,0,0,9,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-15,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,1,0,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2020-09-16,1,0,0,0,0,0,0,0,0,0,0,0,82,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2020-09-17,2,0,1,1,0,0,0,0,0,3,0,0,84,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
2020-09-18,3,0,0,0,0,0,0,1,0,0,0,0,85,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,1,0,0,0,0,0,0,70,1,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-20,0,0,0,0,2,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,2,0,0,0,0,74,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-22,0,0,0,1,0,1,0,0,0,0,0,2,66,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-24,0,0,1,0,0,1,0,0,0,0,0,0,74,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,1,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,1,0,0,0,0,59,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-28,1,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-01,0,0,0,0,1,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,1,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
