date,Comilla,Sunamganj,Unknown,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Chapainawabganj,Magura,Maulvibazar,Tangail,Bagerhat,Chuadanga,Feni,Sylhet,Munshiganj,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Khagrachhari,Lakshmipur,Noakhali,Narail,Natore,Chandpur,Patuakhali,Jamalpur,Rajbari,Gazipur,Jaipurhat,Sherpur,Ã Â¦ÅÃ Â¦Â¾Ã Â¦Â®Ã Â¦Â¾Ã Â¦Â²Ã Â¦ÂªÃ Â§ÂÃ Â¦Â°,Habiganj,Dhaka,Naogaon,Satkhira,Faridpur,Dinajpur,Shariatpur,Bandarban,Rangpur,Bogra,Madaripur,Barguna,Brahmanbaria,Gaibandha,Bhola,Jessore,Barisal,Lalmonirhat,Panchagarh
2020-06-26,6,0,407,0,0,0,0,4,1,25,0,0,3,6,0,0,1,3,1,2,1,4,1,2,0,1,0,1,2,3,5,4,2,2,1,4,10,0,2,4,1,4,1,4,0,0,0,0,67,1,4,2,2,3,0,0,3,1,1,3,0,0,6,2,1,1
2020-06-27,5,0,358,2,1,3,1,3,0,16,0,0,6,4,2,0,0,2,10,3,1,3,2,1,0,0,1,0,1,2,6,4,0,3,0,2,4,3,1,2,2,1,1,2,0,0,0,1,57,0,4,2,3,1,0,2,2,0,1,4,0,1,4,2,0,0
2020-06-28,3,0,314,2,2,2,0,3,1,9,1,1,2,8,2,1,0,3,2,4,1,0,2,2,1,0,0,3,0,0,1,6,2,1,0,8,3,1,1,3,0,1,0,8,1,0,0,0,82,2,3,5,1,0,2,3,2,0,2,2,3,1,3,1,0,0
2020-06-29,6,1,337,1,1,2,0,1,1,9,0,0,4,5,0,3,0,2,2,4,1,3,6,2,1,1,3,2,1,3,2,2,0,8,1,0,4,1,0,3,1,1,0,5,0,0,0,0,44,0,3,2,1,1,0,2,0,1,0,11,3,0,4,1,0,0
2020-06-30,7,2,324,0,5,2,0,1,0,6,1,0,0,1,0,0,2,2,2,2,2,1,5,1,0,0,0,0,0,3,4,1,0,2,0,1,2,0,1,3,1,1,2,6,0,2,0,0,59,6,1,2,3,1,0,2,6,0,1,7,1,0,5,0,0,1
2020-07-01,6,0,271,0,0,1,0,2,1,8,1,0,1,5,1,0,1,0,5,1,1,4,6,1,0,1,0,0,0,2,3,4,0,2,0,2,6,1,0,0,1,0,0,7,0,1,0,1,52,4,8,0,3,0,0,0,1,1,4,3,0,0,1,1,2,0
2020-07-02,7,5,236,0,0,2,0,0,0,6,0,0,0,7,1,3,0,0,3,0,0,2,4,3,1,0,1,0,0,1,0,6,0,2,1,0,1,2,0,2,1,1,2,3,1,0,0,1,35,2,0,1,1,2,0,4,3,2,0,1,1,0,1,4,0,0
2020-07-03,1,1,217,1,0,0,0,0,0,7,1,0,0,7,0,0,1,1,5,1,0,6,4,0,0,1,0,0,2,2,2,4,0,2,0,0,2,3,0,2,0,1,0,1,1,0,0,1,39,0,1,2,0,0,0,2,1,0,2,0,2,1,0,5,0,0
2020-07-04,8,0,259,1,2,2,1,1,0,5,1,1,1,3,1,0,0,1,0,0,1,0,2,0,0,4,0,1,0,0,2,2,1,0,0,1,3,2,1,0,2,0,2,6,0,0,0,0,63,0,0,2,1,0,0,2,1,1,0,5,0,0,0,2,0,0
2020-07-05,2,1,222,0,2,3,1,0,0,9,1,0,0,3,0,1,0,1,3,0,0,4,3,0,0,0,1,1,1,0,1,6,1,4,0,1,3,0,0,1,1,1,0,1,0,0,0,6,42,2,3,5,4,0,0,0,4,4,1,1,2,0,1,0,0,0
2020-07-06,0,0,269,0,3,3,1,0,0,6,0,0,0,5,1,2,2,4,0,4,0,1,2,0,0,1,1,0,0,0,5,5,0,2,0,2,2,0,1,2,0,1,1,8,1,0,0,1,44,0,0,0,4,4,1,0,1,0,0,2,9,1,0,1,1,1
2020-07-07,1,0,263,0,1,2,1,2,1,3,0,0,1,1,0,0,0,0,3,0,1,4,2,1,0,0,0,0,2,0,2,6,1,2,0,1,2,0,2,0,2,0,0,4,3,0,0,1,37,0,0,1,2,0,1,0,5,0,0,1,0,0,2,1,1,1
2020-07-08,15,0,244,0,1,7,4,1,0,4,0,0,3,4,0,1,3,2,1,0,0,2,2,0,0,0,0,1,1,0,2,0,0,5,0,1,5,1,4,0,1,0,0,5,0,0,0,0,35,0,2,3,2,0,0,0,6,1,0,2,0,0,0,1,1,0
2020-07-09,1,4,235,0,0,3,1,0,0,4,2,0,2,8,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,4,3,0,1,0,0,0,0,2,2,1,0,0,3,2,0,0,0,41,1,3,1,1,0,0,3,3,0,0,1,0,1,4,0,0,0
2020-07-10,2,0,230,1,0,0,3,2,0,4,1,0,2,7,1,2,0,1,4,1,0,1,2,1,0,3,1,0,1,1,2,1,1,0,0,0,2,2,0,2,3,0,1,4,0,0,0,0,36,2,5,0,1,0,0,2,1,0,1,0,1,1,0,1,0,0
2020-07-11,3,2,229,0,0,4,0,0,0,5,1,1,0,3,0,0,1,2,3,0,0,1,1,0,0,0,0,0,1,1,0,2,0,6,0,0,4,0,1,0,2,1,0,1,1,0,0,0,48,2,2,9,2,0,1,1,1,0,0,1,0,0,4,2,1,0
2020-07-12,2,0,229,0,0,1,0,0,0,4,0,0,0,5,0,0,0,1,3,1,0,1,2,1,1,0,0,1,0,0,5,3,0,4,1,0,2,0,2,0,0,2,1,2,1,0,0,2,25,0,0,0,1,1,0,2,3,0,0,1,1,1,1,0,2,0
2020-07-13,6,0,180,0,0,1,2,2,0,10,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,8,1,1,4,0,1,1,1,1,0,0,1,0,0,0,3,1,1,0,1,36,2,1,1,2,1,0,5,1,0,0,1,1,1,3,0,0,0
2020-07-14,1,0,193,0,2,1,2,0,1,4,4,0,2,1,0,0,0,0,4,0,0,0,2,0,0,0,0,4,1,0,4,4,0,2,1,0,0,1,0,0,0,0,0,6,0,0,0,0,31,1,4,2,0,0,0,4,3,0,0,0,0,0,6,1,1,1
2020-07-15,1,0,255,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,2,0,3,14,0,0,2,3,0,0,0,0,1,0,3,0,0,0,0,0,0
2020-07-16,0,0,268,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,3,0,0,0,0,1,2,0,0,0,14,5,0,1,2,0,0,1,0,0,0,0,1,0,2,2,0,0
2020-07-17,2,1,251,0,0,6,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,2,0,244,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,17,2,0,0,1,2,0,0,1,0,2,0,0,0,2,0,0,0
2020-07-19,2,0,269,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,0,0,0,0,1,2,0,0,0,0,0,26,2,2,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0
2020-07-20,0,0,221,0,1,0,1,1,2,2,0,0,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,15,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
2020-07-21,1,0,191,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4,1,0,1,3,0,1,0,0,0,0,9,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
2020-07-22,1,0,208,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-07-23,0,0,242,0,1,1,2,0,1,2,0,1,0,2,0,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,3,0,0,0,0,20,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
2020-07-24,2,0,204,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,2,3,1,1,0,2,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,28,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-07-25,1,0,221,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,19,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
2020-07-26,2,0,257,0,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,3,1,1,0,0,19,1,3,0,1,2,0,0,0,1,0,1,0,0,0,0,2,0
2020-07-27,0,0,206,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,1,0,230,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0
2020-07-29,0,1,173,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0
2020-07-30,3,1,199,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2020-07-31,0,0,169,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0
2020-08-01,2,0,172,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-08-02,0,0,180,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,18,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-08-03,0,0,223,0,0,1,0,3,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,1,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0
2020-08-04,1,0,247,1,0,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,23,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1
2020-08-05,0,0,226,0,2,2,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,20,0,0,1,3,0,1,1,0,0,0,0,0,0,0,1,0,1
2020-08-06,1,0,228,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-08-07,0,2,242,0,0,0,3,1,0,2,1,1,0,0,0,1,2,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
2020-08-08,0,1,205,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,1,2,0,0,0,17,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0
2020-08-09,1,1,159,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2020-08-10,2,0,184,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,0,1,3,1,0,1,2,0,0,0,0,0,1,0,0,0
2020-08-11,0,0,195,0,1,0,1,0,0,2,0,2,0,0,1,0,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-08-12,1,0,164,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2020-08-13,1,1,146,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,10,2,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-08-14,1,0,147,0,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,144,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-08-16,0,0,149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,17,1,0,0,1,0,0,3,0,0,0,0,1,0,5,0,2,0
2020-08-17,0,0,153,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,1,1,0,0,16,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2020-08-18,4,0,166,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-19,2,0,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,28,2,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
2020-08-20,0,0,147,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-21,0,0,151,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2020-08-22,0,0,150,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2020-08-23,0,0,165,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-24,1,0,184,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-08-25,0,0,186,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,23,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
2020-08-26,2,0,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,3,0,2,0,1,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-08-27,3,0,169,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,2,0,166,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2020-08-29,0,0,249,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2020-08-30,1,0,214,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,2,0,1,2,0,0,0,26,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2020-08-31,0,0,236,1,1,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
2020-09-01,1,1,235,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,36,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0
2020-09-03,0,0,179,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,2,1,230,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-05,0,1,244,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,35,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2020-09-06,0,0,218,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2020-09-07,0,0,239,1,1,0,0,1,1,1,1,0,0,1,2,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-08,1,0,264,0,0,0,0,1,0,2,0,0,0,0,2,1,0,1,2,0,0,1,2,1,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,26,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2020-09-09,1,0,201,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-10,0,1,181,0,1,0,1,0,0,5,1,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
2020-09-11,0,0,159,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,154,0,1,1,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,1,1,0,0,2,1,0,0,0,10,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-13,2,0,128,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,132,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0
2020-09-15,0,0,131,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,15,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
2020-09-17,0,0,116,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,1,2,0,1,2,0,0,1,0,3,0
2020-09-18,0,1,129,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0
2020-09-19,0,1,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2020-09-20,1,0,95,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-21,1,0,106,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,2,0,0,0,1,0,0,0,0,2,0,1,2,0,0
2020-09-22,1,0,105,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-23,1,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2020-09-25,0,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-09-27,0,0,88,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2020-09-28,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2020-09-29,2,0,68,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,55,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
