date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Chapainawabganj,Magura,Munshiganj,Feni,Sylhet,Tangail,Bagerhat,Chuadanga,Maulvibazar,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Khagrachhari,Lakshmipur,Noakhali,Natore,Patuakhali,Chandpur,Jamalpur,Rajbari,Jaipurhat,Gazipur,Narail,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Shariatpur,Faridpur,Dinajpur,Satkhira,Bandarban,Rangpur,Bogra,Madaripur,Barguna,Brahmanbaria,Barisal,Gaibandha,Bhola,Jessore,Lalmonirhat,Panchagarh
2020-07-04,5,0,0,1,2,1,0,3,3,0,1,0,2,1,0,0,0,0,2,1,2,2,0,0,0,0,3,0,0,4,2,0,1,0,0,3,1,0,1,0,3,0,2,0,0,181,0,64,0,0,0,2,0,0,2,0,1,0,1,3,0,0,2,0,0
2020-07-05,3,0,0,0,2,1,1,0,9,0,0,0,4,2,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,4,0,0,2,0,1,2,1,0,0,1,1,1,168,2,43,0,0,2,3,1,0,0,2,4,0,1,1,1,0,1,0,0
2020-07-06,4,0,0,1,0,0,0,1,4,0,2,3,3,0,1,1,0,1,3,0,2,1,1,1,1,0,0,0,0,5,2,0,4,0,0,1,1,0,2,0,1,1,6,0,0,177,0,28,0,2,1,2,1,0,2,2,0,0,1,0,9,1,5,0,1
2020-07-07,3,0,1,0,1,0,1,1,2,0,1,0,1,0,0,2,0,3,1,0,0,1,0,0,4,0,2,0,0,4,3,0,3,0,1,1,5,0,0,0,1,1,4,0,0,191,0,24,2,0,0,3,1,0,3,4,0,0,0,1,1,0,1,3,0
2020-07-08,4,0,0,0,3,0,1,0,10,0,0,3,1,1,0,1,0,3,3,1,0,0,3,0,2,0,1,1,0,0,4,0,8,0,0,2,0,1,0,1,0,0,3,0,0,159,0,27,0,0,2,0,4,0,0,4,1,1,2,0,1,0,1,2,0
2020-07-09,1,0,0,1,0,1,2,1,8,1,0,0,2,1,0,0,0,3,5,1,0,0,1,0,2,0,0,1,0,2,2,0,5,0,0,0,1,0,2,1,0,0,2,2,0,169,0,31,0,1,1,0,3,0,1,2,0,0,1,1,0,0,2,0,0
2020-07-10,1,0,0,0,0,1,1,0,4,0,0,0,6,0,1,0,0,0,0,3,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,143,0,23,1,1,1,1,0,0,0,0,0,1,6,0,2,0,1,0,0
2020-07-11,1,2,1,0,0,1,0,0,6,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,145,0,34,2,0,0,0,0,0,2,2,0,0,1,0,0,0,3,0,0
2020-07-12,3,0,0,1,0,1,0,1,1,0,3,0,5,0,1,0,1,0,3,2,1,0,1,0,0,0,0,0,0,1,3,1,7,0,0,0,0,1,0,0,0,0,2,0,0,155,2,20,1,1,0,0,0,0,3,0,0,0,1,0,0,3,1,0,0
2020-07-13,4,0,0,2,0,0,2,1,8,0,1,1,0,3,0,0,0,1,0,2,3,0,0,1,0,0,0,8,0,1,1,0,1,0,0,0,1,1,0,2,0,0,2,1,0,155,2,30,1,1,0,0,0,0,0,1,0,1,0,4,0,2,2,0,0
2020-07-14,1,0,1,0,1,0,1,0,4,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0,3,2,0,2,1,0,0,0,0,1,1,1,0,4,1,0,138,1,30,2,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1
2020-07-15,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,221,0,14,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0
2020-07-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,187,0,14,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2020-07-17,0,1,0,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,174,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,179,0,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-07-19,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,163,0,17,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2020-07-20,1,0,0,3,0,2,0,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,179,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
2020-07-21,2,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,2,0,143,0,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,144,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,1,0,0,1,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,158,0,17,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2020-07-24,1,0,0,2,0,0,0,0,1,1,0,0,2,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,142,0,18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,163,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2020-07-26,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,172,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-07-27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,136,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-28,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,132,1,12,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0
2020-07-29,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,121,1,9,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2020-07-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,100,1,11,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,102,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2020-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,108,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,117,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,137,0,7,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0
2020-08-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,154,0,22,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2020-08-05,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,126,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1
2020-08-06,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,139,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-07,0,1,0,0,2,2,0,1,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,133,0,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
2020-08-08,1,0,0,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,119,0,10,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
2020-08-09,1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,102,0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-10,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,1,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,2,0,147,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,118,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,125,0,10,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-14,1,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,96,0,11,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,93,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,108,1,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1
2020-08-17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,88,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2020-08-18,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,106,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,116,0,14,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,91,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,97,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2020-08-22,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,103,1,13,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2020-08-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,108,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,21,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
2020-08-25,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,105,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
2020-08-26,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,94,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-08-27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,124,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,135,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,129,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-31,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,130,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-09-01,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,146,0,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115,0,20,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0
2020-09-03,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,115,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,149,0,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-09-05,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,126,0,18,0,0,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,138,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-07,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,112,0,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,149,0,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020-09-09,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,119,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,105,0,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-11,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,67,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,77,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75,0,4,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0
2020-09-15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,0,8,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,76,0,18,4,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0
2020-09-17,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,89,0,12,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0
2020-09-18,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,88,0,8,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-20,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-21,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,68,0,7,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0
2020-09-22,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2020-09-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,39,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,70,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,39,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-29,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-04,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,43,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,44,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
