date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Chapainawabganj,Sylhet,Munshiganj,Feni,Tangail,Bagerhat,Chuadanga,Magura,Maulvibazar,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Noakhali,Natore,Patuakhali,Chandpur,Jamalpur,Narail,Jaipurhat,Gazipur,Rajbari,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Faridpur,Dinajpur,Shariatpur,Bandarban,Rangpur,Bogra,Madaripur,Barguna,Brahmanbaria,Gaibandha,Bhola,Jessore,Barisal,Lalmonirhat,Panchagarh
2020-06-24,2,0,2,1,1,1,1,2,7,2,0,5,6,2,1,3,3,0,5,4,0,0,2,0,0,1,1,0,0,5,4,0,2,1,0,0,2,0,4,0,0,1,8,0,0,286,2,43,1,1,1,1,0,1,1,5,2,1,6,2,0,5,1,1,0
2020-06-25,3,1,2,1,4,0,1,0,15,0,3,0,4,4,1,2,0,4,0,2,1,1,0,0,2,0,0,1,2,7,2,1,5,1,0,1,2,0,0,3,1,0,3,0,0,277,2,38,3,4,5,3,0,0,3,4,1,0,9,1,0,2,0,2,0
2020-06-26,3,0,0,1,0,0,1,1,21,0,2,2,6,0,1,1,2,1,2,1,0,0,1,2,1,0,1,1,1,2,4,1,2,1,0,7,1,3,1,0,0,0,3,1,2,246,0,44,1,4,2,1,0,1,0,3,0,0,6,2,2,2,2,0,0
2020-06-27,5,0,1,0,6,0,0,0,21,0,0,3,1,2,0,4,0,1,3,0,2,1,4,0,0,0,0,2,0,4,2,0,0,0,0,4,0,3,4,1,2,0,1,0,3,220,1,24,0,3,0,0,2,1,1,1,1,1,0,0,2,3,2,0,0
2020-06-28,5,0,0,3,2,3,0,0,10,1,0,3,5,2,0,3,2,1,5,0,0,0,1,1,0,0,3,0,0,2,4,0,4,0,0,3,0,0,0,0,2,0,8,1,0,195,0,34,1,3,0,4,0,0,1,1,2,1,0,2,0,2,2,0,0
2020-06-29,5,0,0,3,3,0,0,0,3,0,0,8,2,1,0,7,0,0,2,5,0,0,2,0,1,0,3,0,2,5,2,0,4,0,0,0,0,3,2,0,0,1,2,0,0,206,1,40,0,1,2,2,0,0,4,0,1,0,7,2,1,0,0,2,0
2020-06-30,11,2,0,3,4,1,1,2,5,2,0,0,2,0,0,0,0,3,6,1,1,1,0,0,1,0,2,0,1,0,4,1,4,0,0,3,0,1,1,0,0,1,4,0,1,193,1,38,1,2,4,0,0,0,0,6,0,0,3,0,2,5,1,0,1
2020-07-01,3,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,4,9,0,3,0,0,5,0,1,0,1,0,0,4,1,0,141,1,40,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0
2020-07-02,6,3,0,0,1,0,3,0,4,0,0,3,2,0,1,1,4,1,1,0,1,0,0,0,0,0,4,0,0,2,4,1,1,0,0,1,0,6,0,1,0,1,2,2,1,145,3,17,0,2,0,2,0,1,0,1,0,0,1,1,0,1,4,0,0
2020-07-03,2,0,1,0,2,0,0,0,7,1,1,0,2,0,0,5,0,1,0,1,0,0,0,0,1,0,3,2,0,1,4,0,2,0,0,4,0,0,0,0,0,0,4,0,0,150,1,29,0,1,0,1,0,0,1,0,0,0,1,1,0,0,4,0,0
2020-07-04,0,0,0,4,1,0,4,0,3,1,0,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,10,3,0,173,0,29,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
2020-07-05,3,0,0,0,1,0,1,0,3,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,3,0,0,0,3,1,1,144,3,29,0,3,1,6,0,0,2,1,4,1,0,1,0,1,0,0,0
2020-07-06,3,0,1,3,0,1,0,0,3,0,2,2,2,2,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,7,2,1,0,0,0,0,2,0,2,0,0,0,4,0,0,169,0,29,0,1,1,0,0,0,0,1,0,0,2,0,2,1,2,0,0
2020-07-07,1,0,0,0,1,0,3,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,153,2,29,1,4,0,0,0,0,5,1,0,0,4,0,0,2,1,3,1
2020-07-08,4,1,0,0,1,4,0,0,7,1,0,3,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,135,0,29,0,5,3,2,0,0,0,1,0,0,2,1,0,0,4,1,1
2020-07-09,1,0,1,0,0,0,0,0,3,1,0,1,1,1,0,2,0,1,1,0,4,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116,0,22,0,0,0,3,2,0,2,1,0,0,0,0,0,2,2,0,0
2020-07-10,1,0,0,0,0,2,1,0,3,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,1,1,0,127,2,8,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2020-07-11,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,0,1,0,1,0,2,0,0,0,0,0,102,0,33,1,2,1,0,0,0,1,2,0,0,0,1,0,3,0,0,0
2020-07-12,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,115,0,8,1,0,0,0,0,0,1,4,0,0,1,0,1,1,0,2,0
2020-07-13,0,0,0,0,0,0,2,1,4,1,0,2,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,113,1,11,0,1,0,1,0,0,3,2,0,1,0,0,1,0,0,0,0
2020-07-14,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,117,0,18,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,1
2020-07-15,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,1,14,1,0,1,1,0,0,1,0,1,1,4,0,0,0,2,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,0,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020-07-17,1,2,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,138,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-19,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,125,1,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2020-07-20,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,110,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2020-07-21,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,1,96,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2020-07-22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,95,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,1,0,0,0,2,2,1,0,2,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,137,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-24,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,127,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-07-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,127,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2020-07-26,1,0,0,3,1,0,0,1,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,125,0,9,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,97,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2020-07-28,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,0,9,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
2020-07-29,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,1,1,0,0,0,1,0,0,94,0,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,0,10,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0
2020-07-31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,88,0,8,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0
2020-08-01,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-02,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,92,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,80,0,7,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2020-08-04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,127,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,102,0,12,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,101,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-08-08,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,103,0,10,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0
2020-08-09,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,85,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2020-08-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,91,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-08-11,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108,1,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,100,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,94,0,3,2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0
2020-08-14,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,61,0,9,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,1,62,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020-08-18,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,112,0,13,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,0,11,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,66,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2020-08-21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,72,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,82,0,15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-26,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,74,0,25,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
2020-08-27,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,83,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,97,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-08-31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,115,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,106,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2020-09-03,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,88,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,0,11,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-09-05,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,0,10,1,2,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
2020-09-06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-09-07,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,101,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,128,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
2020-09-11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,70,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,61,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,77,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2020-09-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,59,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,7,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,1,0
2020-09-18,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,57,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0
2020-09-22,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2020-09-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
