date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Sirajganj,Jhenaidah,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Sylhet,Tangail,Munshiganj,Chapainawabganj,Bagerhat,Feni,Maulvibazar,Chuadanga,Magura,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Jamalpur,Narail,Natore,Chandpur,Noakhali,Patuakhali,Jaipurhat,Gazipur,Rajbari,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Faridpur,Dinajpur,Shariatpur,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Barisal,Gaibandha,Jessore,Bhola,Lalmonirhat,Panchagarh
2020-06-25,3,3,2,4,1,0,0,0,6,0,0,2,9,2,4,2,0,0,2,3,3,0,0,1,1,0,0,0,1,3,0,0,4,0,0,0,0,1,3,2,1,1,8,0,0,294,1,55,1,3,2,7,1,0,1,2,1,1,1,0,2,4,0,0,0
2020-06-26,5,0,0,0,1,4,0,1,12,1,0,6,9,1,1,3,1,1,0,2,1,2,0,0,2,0,0,0,0,1,1,0,3,3,0,1,0,1,1,11,0,1,3,0,0,258,0,44,2,6,3,2,2,0,4,1,1,0,0,2,0,1,0,0,0
2020-06-27,7,0,1,1,1,2,0,2,14,2,0,2,1,1,3,7,0,0,0,3,3,0,0,0,0,0,0,2,0,4,1,0,3,3,0,1,0,1,1,1,0,0,5,1,0,263,0,33,1,3,1,8,0,0,0,2,0,1,0,2,0,4,1,0,1
2020-06-28,6,0,1,1,3,0,0,0,6,0,0,4,2,0,2,7,0,1,2,3,3,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,1,0,0,3,0,0,5,0,0,226,3,53,0,2,1,1,1,0,1,2,0,3,0,3,1,6,1,0,0
2020-06-29,6,0,0,2,1,7,0,0,7,1,0,2,3,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,4,1,0,3,1,4,0,0,0,1,5,3,0,2,0,0,198,2,47,1,0,0,1,0,0,1,0,0,2,0,1,1,0,2,0,0
2020-06-30,3,0,0,2,0,0,0,1,10,0,0,0,2,0,1,5,0,0,0,0,1,0,1,0,1,0,1,0,0,2,3,0,1,1,0,0,0,0,2,1,0,1,2,1,1,208,0,48,2,0,0,2,0,4,2,2,0,5,0,0,0,4,1,0,1
2020-07-01,1,1,1,0,1,1,0,0,9,0,0,1,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,1,2,2,3,0,1,0,0,0,0,0,0,5,0,0,3,0,1,166,1,40,0,0,2,5,0,0,0,0,0,1,0,1,1,2,0,0,0
2020-07-02,7,0,0,0,3,2,0,0,3,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,3,0,0,0,0,1,0,2,1,0,1,3,0,150,1,18,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2020-07-03,4,0,0,1,0,0,0,0,3,0,0,1,4,3,2,0,0,0,0,2,2,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,109,0,32,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2020-07-04,1,0,0,1,1,2,1,0,3,1,0,1,2,0,2,0,0,0,1,2,0,1,0,1,1,0,3,1,0,1,0,0,2,1,0,0,0,1,2,6,0,0,3,1,0,159,0,45,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-07-05,2,1,0,0,1,0,0,0,4,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,3,1,0,1,0,0,115,2,39,0,2,3,2,0,0,1,1,3,2,1,1,1,0,0,0,0
2020-07-06,3,0,0,3,1,0,1,0,5,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,140,0,29,0,0,0,1,0,0,1,2,0,2,0,1,0,4,0,0,0
2020-07-07,2,0,0,0,1,0,1,1,2,0,0,2,2,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2,3,3,5,0,0,0,0,2,1,0,0,2,1,0,0,142,0,27,0,0,1,0,0,0,0,1,0,0,0,2,0,4,0,0,0
2020-07-08,1,1,0,2,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,4,2,0,3,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,5,0,2,0,0,134,0,38,0,2,1,2,0,1,0,2,0,1,0,2,0,2,0,0,0
2020-07-09,2,2,0,1,3,0,0,0,4,1,0,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,1,0,1,4,0,0,121,0,33,1,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
2020-07-10,0,1,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,4,0,0,1,0,118,0,21,2,2,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0
2020-07-11,2,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,2,1,2,1,0,0,118,0,21,0,0,1,0,0,1,1,2,0,0,0,0,0,5,0,0,0
2020-07-12,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,2,2,0,0,128,0,9,1,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0
2020-07-13,2,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,4,7,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,111,0,22,1,1,0,2,1,0,4,2,0,2,0,0,0,3,1,0,0
2020-07-14,2,0,0,3,0,0,0,0,3,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,2,0,3,0,0,0,2,0,0,0,0,0,1,0,0,99,1,27,0,0,1,0,0,0,2,0,0,2,0,2,0,1,0,0,0
2020-07-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,3,139,0,11,0,0,1,1,0,0,0,0,3,4,0,1,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,134,0,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-17,0,1,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-19,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124,0,13,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2020-07-20,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,140,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0
2020-07-21,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,2,0,100,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-22,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,138,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-23,0,0,1,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,140,0,11,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0
2020-07-24,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,143,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-07-25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,87,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-07-26,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,122,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,126,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135,0,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2020-07-30,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,115,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,108,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-01,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,75,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,86,0,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,9,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0
2020-08-04,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,159,0,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-05,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,119,0,15,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-08-06,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,5,0,0,0,0,0,115,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-08-07,1,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,114,0,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-08-09,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,80,0,8,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2020-08-10,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,93,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,81,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,85,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-08-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,74,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,75,0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2020-08-18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,84,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,84,0,10,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
2020-08-20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,0,11,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,96,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,89,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,95,0,18,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-08-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,94,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,103,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-30,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,95,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,90,0,17,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-01,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,64,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,99,0,8,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,1,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-06,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-07,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-08,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,47,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
2020-09-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2020-09-18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,7,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-09-20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,5,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,44,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-10-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
