date,Comilla,Sunamganj,Unknown,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Magura,Maulvibazar,Munshiganj,Feni,Bagerhat,Sylhet,Tangail,Chapainawabganj,Chuadanga,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Jamalpur,Narail,Natore,Chandpur,Noakhali,Patuakhali,Jaipurhat,Gazipur,Rajbari,Sherpur,Ã Â¦ÅÃ Â¦Â¾Ã Â¦Â®Ã Â¦Â¾Ã Â¦Â²Ã Â¦ÂªÃ Â§ÂÃ Â¦Â°,Habiganj,Dhaka,Naogaon,Satkhira,Faridpur,Dinajpur,Shariatpur,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Barisal,Bhola,Jessore,Gaibandha,Lalmonirhat,Panchagarh
2020-06-17,15,5,659,5,8,3,0,8,2,18,1,0,6,3,11,0,3,4,5,1,10,2,3,0,2,1,0,10,0,0,10,9,2,8,6,1,3,2,4,8,8,2,1,19,4,2,0,1,118,2,2,9,6,0,1,7,15,5,4,0,5,5,4,2,0,0
2020-06-18,34,10,1702,7,9,13,4,8,1,89,6,4,19,21,16,2,3,15,23,2,20,29,2,2,2,2,1,10,3,8,13,25,0,26,6,1,11,4,1,18,29,10,1,48,10,2,0,5,319,16,8,13,13,6,7,15,21,7,11,4,9,5,14,3,2,1
2020-06-19,22,5,1000,3,5,9,2,3,2,51,2,0,5,12,6,3,3,2,14,2,14,3,1,1,1,1,0,4,2,3,8,22,1,16,7,2,1,3,3,12,8,2,1,32,3,1,0,2,186,3,6,7,8,0,3,5,9,5,7,4,10,2,19,3,2,0
2020-06-20,13,2,917,2,8,5,3,4,1,38,5,1,6,7,8,6,1,1,12,1,9,10,0,3,1,0,0,7,1,4,6,10,0,10,3,1,3,3,1,6,10,1,2,13,0,3,0,2,163,3,7,12,2,6,0,5,12,6,4,3,8,4,12,2,2,0
2020-06-21,3,5,597,3,5,2,1,3,0,26,0,2,9,5,1,3,1,4,6,0,2,7,2,1,0,1,1,5,0,1,6,6,3,7,0,1,3,5,2,4,9,1,1,12,1,1,0,1,110,2,2,3,6,0,1,3,4,0,3,1,1,0,7,1,0,0
2020-06-22,11,2,728,6,10,6,0,7,1,37,3,3,12,7,3,1,0,4,9,2,7,5,0,7,2,0,2,6,1,0,12,7,4,6,2,1,3,0,6,4,13,3,4,9,1,0,0,3,123,2,1,11,0,1,0,3,8,0,8,4,4,1,3,4,0,3
2020-06-23,13,1,628,2,4,1,0,2,1,20,2,0,6,3,2,1,7,2,10,5,7,7,0,3,1,1,2,5,3,2,7,8,1,5,5,0,2,1,1,3,5,0,0,29,2,1,0,3,109,2,2,6,1,5,2,0,6,2,5,2,6,1,6,3,2,0
2020-06-24,9,0,585,4,6,6,0,3,1,13,1,1,6,5,0,2,4,5,4,6,6,9,1,2,0,0,1,4,2,0,11,4,2,6,2,1,2,1,1,6,5,3,1,9,0,0,0,2,99,0,1,2,1,0,1,4,14,3,6,1,4,0,3,3,0,0
2020-06-25,12,2,552,3,4,4,1,0,1,27,2,2,9,3,3,2,2,2,4,3,5,4,2,1,0,1,0,1,2,0,9,8,3,7,1,0,2,2,0,5,3,1,1,10,0,3,0,3,88,6,2,3,3,0,0,6,3,1,8,0,4,0,9,2,0,0
2020-06-26,10,0,500,0,1,2,3,4,1,22,0,3,10,11,1,0,2,2,5,2,2,4,0,2,0,0,1,2,1,3,5,6,1,7,3,0,2,0,6,3,6,1,0,5,2,2,0,1,90,1,3,2,3,2,1,1,8,1,6,2,4,2,5,1,0,0
2020-06-27,10,0,474,2,2,6,0,1,0,25,1,1,3,5,1,1,5,0,9,1,4,10,1,3,0,1,0,1,3,1,10,4,2,1,1,1,0,1,2,4,5,3,0,6,1,5,0,0,81,0,2,7,4,1,1,2,4,2,4,2,1,1,5,0,0,0
2020-06-28,7,0,443,1,5,6,4,1,1,15,1,2,5,6,5,0,1,1,3,4,8,5,1,1,0,0,1,2,0,2,11,5,0,5,0,0,1,1,1,1,6,1,0,13,1,1,0,1,82,4,3,4,4,0,2,1,7,1,5,2,6,2,2,2,0,0
2020-06-29,4,1,465,0,0,5,0,1,1,12,0,2,6,7,3,3,3,4,1,4,3,4,1,2,1,1,0,2,0,3,6,5,0,8,1,4,1,0,3,4,5,1,1,4,2,0,0,2,90,3,0,4,4,2,0,2,1,0,13,0,4,6,1,1,6,0
2020-06-30,15,4,446,2,6,1,1,3,2,25,2,0,0,3,4,1,5,3,2,4,9,11,0,1,1,1,0,0,0,3,1,11,0,4,3,0,2,0,1,3,1,3,1,3,3,2,0,5,67,6,1,7,5,0,0,2,2,0,6,1,1,0,5,0,0,1
2020-07-01,6,1,334,2,1,4,3,1,0,8,1,0,3,4,1,1,0,1,8,0,3,5,0,0,0,1,0,0,2,1,6,9,0,4,2,0,2,0,0,2,2,0,0,5,0,1,0,2,52,2,2,2,5,0,0,1,3,1,3,2,1,0,3,0,2,0
2020-07-02,8,1,291,0,2,3,1,1,0,4,1,0,1,7,0,0,0,1,1,2,5,3,1,2,1,4,2,0,0,2,2,5,1,3,0,1,1,0,0,1,1,1,1,5,4,1,0,2,35,2,1,1,2,0,0,3,1,2,1,0,4,0,1,2,0,0
2020-07-03,4,0,283,1,2,7,0,1,0,7,1,0,0,5,3,1,1,1,4,1,2,7,1,0,2,1,0,2,0,2,3,9,0,6,0,0,0,0,3,1,1,2,1,2,0,0,0,4,49,1,3,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0
2020-07-04,7,0,376,1,5,3,0,2,0,8,1,2,0,1,1,0,2,2,1,3,5,6,0,0,1,4,0,9,0,0,4,3,0,6,0,0,2,0,0,3,1,0,0,5,4,1,0,0,85,0,1,5,2,0,0,1,1,0,2,1,3,0,3,0,1,0
2020-07-05,9,1,271,0,2,2,2,0,0,12,0,0,1,4,2,0,0,1,1,1,6,5,1,0,3,1,1,2,1,0,3,5,2,5,0,0,1,0,0,0,3,0,0,3,0,3,0,4,57,5,2,3,3,0,0,0,7,4,0,1,1,0,3,1,0,0
2020-07-06,1,1,301,0,3,2,2,0,0,10,0,1,5,12,3,2,7,0,6,0,6,1,1,2,2,2,1,0,0,0,2,5,0,3,1,0,1,1,1,4,4,0,1,11,1,0,0,2,56,0,1,3,2,4,1,2,1,0,2,0,4,2,9,0,0,0
2020-07-07,4,0,287,0,3,2,0,2,2,5,0,1,2,1,0,0,1,3,4,1,2,0,0,0,0,0,1,1,2,0,1,3,2,9,0,0,0,1,6,0,2,2,1,4,0,0,0,4,50,0,2,1,3,0,2,2,3,1,3,0,3,0,6,0,0,0
2020-07-08,7,1,305,2,0,8,4,0,0,11,2,1,1,6,0,3,2,0,2,1,2,1,0,0,0,0,0,0,0,0,2,4,0,11,0,0,2,2,0,3,4,1,0,3,0,0,0,0,53,2,0,5,0,3,0,0,2,1,2,0,2,0,5,1,3,1
2020-07-09,4,0,264,1,3,4,2,0,0,4,0,0,2,9,1,2,0,0,0,1,2,0,1,1,0,1,1,0,0,2,2,2,0,3,3,0,0,1,0,0,0,2,3,5,0,0,0,1,42,1,3,1,4,1,0,2,3,1,0,0,0,1,4,0,1,0
2020-07-10,2,0,280,1,1,0,2,3,0,6,0,0,1,9,2,0,2,1,0,0,1,3,2,0,0,0,0,0,1,1,2,2,2,0,0,0,0,3,1,4,0,1,0,4,1,0,0,3,51,0,7,0,1,0,0,2,2,0,3,3,0,2,1,2,0,1
2020-07-11,4,0,254,0,0,7,0,1,0,7,2,0,0,2,3,1,0,0,1,0,3,3,0,0,0,0,0,0,0,3,0,2,0,5,0,0,2,0,0,1,1,0,1,0,2,0,0,1,58,2,2,3,1,0,0,1,2,0,1,2,0,0,2,0,0,0
2020-07-12,6,0,264,0,0,1,0,2,1,4,0,2,3,6,1,0,2,1,1,3,3,3,0,0,1,0,0,1,0,0,3,6,1,6,0,0,0,0,1,1,1,1,1,4,0,0,0,2,46,1,3,4,0,0,0,2,3,0,2,0,0,5,2,0,1,0
2020-07-13,3,0,259,0,2,1,5,3,0,15,1,1,2,3,0,0,1,0,0,2,1,4,0,0,0,1,0,0,2,1,1,3,0,3,2,1,1,1,1,0,1,2,1,4,0,0,0,0,54,3,1,3,0,1,0,1,3,0,0,3,4,4,6,0,1,0
2020-07-14,0,0,259,0,1,0,0,1,0,3,1,0,2,1,0,1,0,0,2,0,4,2,0,0,0,0,0,2,0,0,8,6,2,3,0,0,0,3,0,1,0,0,0,5,1,0,0,2,43,1,3,0,1,2,0,2,3,0,0,0,0,0,3,0,0,1
2020-07-15,3,0,319,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,2,0,2,0,1,0,1,0,1,1,3,0,1,1,0,1,0,2,0,2,0,0,2,0,0,0,2,22,0,0,1,1,0,0,2,1,0,8,1,2,1,1,0,0,0
2020-07-16,0,0,329,0,3,2,0,0,0,2,1,0,3,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,1,0,3,1,2,0,0,1,0,2,1,0,0,0,1,0,1,0,0,23,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
2020-07-17,2,0,326,0,3,6,1,0,1,1,1,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,2,0,2,0,0,1,0,0,0,0,1,23,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-18,1,0,299,0,0,2,2,0,0,1,0,1,2,0,0,2,0,0,1,0,1,7,0,1,0,0,0,0,2,0,1,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,19,2,0,0,1,0,0,0,0,0,1,1,0,0,4,2,0,0
2020-07-19,2,3,353,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,2,0,1,1,0,0,0,1,0,0,0,0,25,1,1,1,0,0,0,2,2,0,0,2,1,0,1,0,0,0
2020-07-20,2,1,299,0,2,0,2,1,2,4,1,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,3,1,0,1,1,0,0,0,1,0,0,23,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2020-07-21,0,0,267,0,2,0,2,1,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,1,2,1,0,0,14,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-22,3,0,251,0,2,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-07-23,0,0,301,0,2,2,3,2,0,1,0,0,0,2,0,0,1,0,2,1,1,2,0,1,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,1,0,0,4,0,0,0,0,29,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-07-24,1,0,260,0,2,0,1,1,0,3,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,27,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1
2020-07-25,2,0,252,0,0,1,1,1,0,5,0,1,0,2,0,0,0,0,2,0,1,3,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,1
2020-07-26,1,0,320,0,3,3,0,0,1,4,0,1,3,0,2,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,2,0,1,0,1,12,0,1,0,2,1,0,0,0,1,0,0,1,0,1,1,1,0
2020-07-27,0,0,246,0,0,2,0,0,0,1,0,0,0,2,0,2,2,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,21,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0
2020-07-28,0,1,238,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,0,1,2,1,2,2,0,1,0,0,0,0,1,1,1,1,2,0,0,1,0,0,20,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0
2020-07-29,1,0,274,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,15,1,0,1,0,2,0,1,2,3,0,1,1,0,0,1,0,0
2020-07-30,3,0,243,0,3,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,0,0,0,2,1,0,3,0,0,1,0,0,0,2,0,2,0
2020-07-31,0,0,217,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0
2020-08-01,2,0,206,0,1,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,3,0,0,0,0,1,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
2020-08-02,0,0,225,0,0,1,0,1,0,1,0,0,3,1,0,1,0,2,5,0,0,1,0,0,2,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,255,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,2,2,0,0,2,21,1,1,1,0,0,0,2,3,1,0,0,0,0,1,0,0,0
2020-08-04,0,0,293,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,26,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2
2020-08-05,0,0,266,0,2,2,1,2,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,2,2,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,1,22,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1
2020-08-06,0,0,258,1,0,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-08-07,1,0,285,0,0,2,1,0,1,2,1,2,0,0,0,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,21,0,0,1,0,0,0,0,1,0,2,1,0,2,0,1,0,1
2020-08-08,2,1,248,1,0,3,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,1,2,0,2,0,0,2,0,0,0,1,1,2,1,1,0,0,0,19,0,1,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0
2020-08-09,2,1,232,0,0,2,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,2,1,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2
2020-08-10,1,0,300,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,32,0,1,0,4,1,0,0,2,0,0,0,0,0,1,0,0,1
2020-08-11,1,0,276,0,2,3,1,0,1,3,0,2,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,19,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
2020-08-12,0,0,251,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0,1,1,5,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,34,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2020-08-13,1,1,227,0,1,2,1,0,0,0,0,2,0,1,0,2,0,1,1,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,8,0,1,2,3,0,1,1,0,0,4,0,0,0,1,0,1,0
2020-08-14,0,1,229,0,0,2,0,1,0,0,1,2,1,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,1,2,0,0,0,0,21,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-15,3,0,196,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,2,1,0,0,2,0,2,1,0,0
2020-08-16,1,0,197,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,2,23,1,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
2020-08-17,1,0,204,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,23,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
2020-08-18,2,0,230,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,24,1,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0
2020-08-19,1,0,228,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,4,2,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,31,4,0,1,0,2,0,2,0,0,0,1,1,0,1,0,0,1
2020-08-20,1,0,208,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,0,0,30,0,0,0,1,0,0,1,2,1,1,0,1,0,0,0,0,0
2020-08-21,0,0,205,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0
2020-08-22,1,0,227,0,0,0,2,1,0,3,0,1,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,1,0,1,0,0,0,23,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2020-08-23,1,0,216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
2020-08-24,1,0,222,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,33,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2020-08-25,0,0,266,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,4,0,0,0,34,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0
2020-08-26,3,0,241,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,1,2,0,0,0,52,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0
2020-08-27,2,0,294,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,2,0,0,0,36,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,1,0,305,1,1,0,0,0,2,3,0,0,0,2,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2020-08-29,2,0,328,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,57,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-08-30,1,0,343,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,0,0,0,0,0,2,0,2,0,0,2,0,0,3,3,1,4,0,0,0,0,0,50,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0
2020-08-31,1,0,373,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,63,0,0,0,1,2,1,1,0,0,2,0,1,0,0,0,1,0
2020-09-01,0,1,370,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,2,0,1,54,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
2020-09-02,0,0,373,0,0,2,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,3,0,0,0,0,64,0,1,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0
2020-09-03,1,1,336,0,0,1,2,0,0,3,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,1,0,2,2,0,0,0,0,65,1,0,4,0,1,0,0,0,0,0,1,0,0,1,1,0,0
2020-09-04,2,1,354,1,3,0,0,0,0,8,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42,2,0,4,1,1,0,0,0,1,1,0,2,0,0,1,0,0
2020-09-05,1,1,352,0,1,0,0,0,0,5,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,63,1,0,2,1,0,0,1,0,0,1,0,0,0,1,2,0,0
2020-09-06,0,1,337,1,0,0,0,0,0,8,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,4,1,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,52,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2020-09-07,5,0,378,1,2,0,0,0,0,5,0,0,0,1,1,1,0,0,2,1,2,1,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,37,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1
2020-09-08,0,0,398,0,1,0,0,2,0,5,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,2,0,0,3,1,1,0,1,44,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
2020-09-09,0,0,380,1,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,1,1,1,0,0,2,0,0,0,0,50,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-10,0,1,291,1,3,0,1,0,0,5,1,0,2,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,0,0,0,3,0,0,1,2,0,1,0,2,0,0,1,0,0
2020-09-11,1,0,295,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,27,0,0,2,1,1,1,0,0,0,2,0,1,0,0,0,0,0
2020-09-12,0,0,238,0,2,0,1,0,0,3,0,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,24,1,1,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0
2020-09-13,0,0,223,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,28,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
2020-09-14,2,0,222,1,2,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,23,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0
2020-09-15,0,0,199,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0,2,0,0,0,4,21,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0
2020-09-16,1,0,200,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,1,2,2,0,0,36,6,0,0,0,1,1,3,0,1,1,0,0,0,1,2,0,0
2020-09-17,2,0,197,0,0,0,1,0,0,3,1,0,0,0,1,1,0,1,0,0,3,0,1,1,1,0,0,1,0,0,0,2,0,1,0,0,0,3,0,2,0,0,0,1,1,0,0,0,28,1,0,0,0,0,0,0,3,0,4,1,1,0,1,1,3,0
2020-09-18,0,2,192,0,0,2,1,4,0,1,0,1,3,1,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,18,0,1,2,0,0,0,0,2,0,2,0,2,0,0,1,0,0
2020-09-19,0,0,180,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,1,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-20,4,0,170,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2020-09-21,1,0,166,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,2,0,3,0,0,1,0,0,0,0,1,0,2,0,1,0,1,22,0,0,3,1,0,0,1,0,0,0,0,1,0,1,2,0,0
