date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Sirajganj,Jhenaidah,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Chapainawabganj,Maulvibazar,Sylhet,Feni,Tangail,Bagerhat,Chuadanga,Munshiganj,Magura,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Noakhali,Natore,Jamalpur,Chandpur,Patuakhali,Rajbari,Jaipurhat,Gazipur,Narail,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Faridpur,Dinajpur,Shariatpur,Bandarban,Rangpur,Pabna Police line,Bogra,Madaripur,Brahmanbaria,Barguna,Barisal,Bhola,Gaibandha,Jessore,Lalmonirhat,Panchagarh
2020-06-28,6,0,1,3,3,0,0,0,1,0,0,2,1,0,1,1,1,3,9,1,1,0,0,0,0,0,0,0,0,4,1,0,3,0,0,4,0,0,0,1,0,2,3,0,0,157,0,28,0,1,0,0,1,0,0,0,1,0,2,0,2,2,0,2,0,0
2020-06-29,8,0,0,3,0,5,0,0,4,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,171,0,60,1,0,0,0,0,0,3,0,1,1,4,0,0,0,0,0,3,0
2020-06-30,5,0,0,1,1,2,0,0,4,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,3,0,2,0,0,1,0,1,0,2,0,0,128,0,33,1,0,0,0,0,0,1,0,2,2,4,0,0,0,0,2,0,1
2020-07-01,2,1,2,0,1,0,0,0,3,0,0,1,3,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,94,0,31,0,2,0,4,0,0,0,0,0,0,2,0,2,0,0,1,1,0
2020-07-02,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,4,0,3,0,0,1,1,0,0,0,0,0,1,0,0,98,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-03,1,1,1,0,0,0,0,0,0,0,0,1,1,3,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,90,0,22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2020-07-04,1,1,0,1,1,0,0,0,4,0,0,0,3,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,5,1,0,1,0,0,0,0,0,0,113,1,35,0,2,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0
2020-07-05,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,0,0,1,1,0,104,3,25,0,0,3,0,0,0,0,0,1,4,0,0,1,0,3,1,0,0
2020-07-06,1,0,0,1,0,0,0,0,2,0,0,2,3,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,2,1,0,0,2,0,0,125,0,27,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,1,1,0
2020-07-07,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,3,1,5,1,0,4,0,0,0,0,0,0,1,0,0,110,2,17,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,1
2020-07-08,2,1,0,1,5,0,0,0,7,0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,102,0,24,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0
2020-07-09,1,2,0,2,3,0,0,0,6,1,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,101,0,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-07-10,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,1,0,0,91,1,18,0,1,0,2,0,0,5,0,2,0,0,1,1,0,0,0,0,0
2020-07-11,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,97,0,23,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,4,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,81,0,12,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0
2020-07-13,1,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,1,0,1,97,1,11,0,0,3,0,0,0,1,0,2,0,0,0,0,1,0,4,0,0
2020-07-14,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,1,22,0,3,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-07-15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,114,0,15,0,0,3,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,100,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-17,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,115,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,107,0,11,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2020-07-20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,86,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2020-07-21,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,73,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,85,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-23,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,97,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2020-07-24,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,96,0,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2020-07-25,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,88,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2020-07-26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,68,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,83,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2020-08-02,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,77,0,10,0,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-08-03,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-04,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,112,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,1,75,0,7,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020-08-06,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,66,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-07,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,76,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-08-10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,105,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-14,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,60,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-20,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,44,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,48,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,62,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,54,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-09-17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-09-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
